id,unique_id_l,unique_id_r,company_name_l,company_name_r,matches
3392408,118435,123338,Casino Guichard-Perrachon S.A.,casino guichard-perrachon societe anonyme,true
3027256,111050,145593,Casino Guichard-Perrachon SA,Casino Cosmopol,true
3502108,123338,154262,casino guichard-perrachon societe anonyme,Casino Guichard-Perrachon,true
3754694,140064,154262,Casino Guichard-perrachon Societe Anonyme,Casino Guichard-Perrachon,true
2457016,84728,129049,CASINO GUICHARD-PERRACHON SOCIETE ANONYME,CASINO GUICHARD-PERRACHON SOCIETE ANONYME,true
1322766,46379,154262,"Casino, Guichard-Perrachon SA",Casino Guichard-Perrachon,true
130704,9992,33687,Casio,CASIO,true
327320,15587,23055,CASIO,CASIO,true
3570658,128840,139853,CASIO COMPUTER,Casio Computer,true
2935487,107732,139853,Casio Computer Co Ltd,Casio Computer,true
1489574,50546,107732,"Casio Computer Co.,Ltd.",Casio Computer Co Ltd,true
81164,4302,128840,Casio India Company,CASIO COMPUTER,true
3796763,150028,150032,CaspardeRoijOÃƒÂƒÃ…Â“(14573969),CaspartReedesOÃƒÂƒÃ…Â“(12645280),false
3797739,150029,150030,CasparOjamÃƒÂƒÃ‚Â¤gi(12513164),CasparREOÃƒÂƒÃ…Â“(10273549),false
3796765,150030,150032,CasparREOÃƒÂƒÃ…Â“(10273549),CaspartReedesOÃƒÂƒÃ…Â“(12645280),false
3796766,150031,150032,CaspartHouseOÃƒÂƒÃ…Â“(12643588),CaspartReedesOÃƒÂƒÃ…Â“(12645280),false
2765168,96035,152132,Cass Information Systems,Cass Information Systems,true
2685200,90283,107843,Cassa Depositi E Prestiti Spa,Cassa Depositi e Prestiti SpA,true
2685253,90474,107843,Cassa Di Compensazione E Garanzia Spa,Cassa Depositi e Prestiti SpA,false
777527,30087,86319,Cassava Sciences,CASSAVA SCIENCES,true
3611609,130644,153430,CASSAVA SCIENCES,Cassava Sciences,true
1060822,36939,94672,"Cassava Sciences
",Cassava Sciences,true
3652466,133029,144048,CASTECH,Castech,true
2027317,67180,72992,Castel,Castellum,false
3846456,161532,162582,CASTELL SAFETY INTERNATIONAL LIMITED,CASTELLO SOCIETA' DI GESTIONE DEL RISPARMIO SPA,false
3847708,159844,161532,CASTELLO SOCIETA' DI GESTIONE DEL RISPARMIO SPA,CASTELL SAFETY INTERNATIONAL LIMITED,false
500478,20487,33990,Castellum,Castellum,true
1490658,50254,67180,Castellum AB,Castel,false
3482446,122846,159844,castellum ab (publ),CASTELLO SOCIETA' DI GESTIONE DEL RISPARMIO SPA,false
3713900,136991,152833,Castellum Ab (publ),Castellum,false
2285225,81661,125991,CASTELLUM AB (PUBL),CASTELLUM AB (PUBL),true
128309,8968,42666,Castex Technologies,Castex Technologies Ltd,false
1432920,49066,89657,Castle Alternative Invest AG,CASTLE BIOSCIENCES,false
2617694,89657,118623,CASTLE BIOSCIENCES,Castle Rock Entertainment,false
1613872,57073,144995,Castle Peak Holdings Public Company Ltd,Castle Biosciences,false
1154706,44332,49066,Castle Private Equity AG,Castle Alternative Invest AG,false
3388140,118623,144995,Castle Rock Entertainment,Castle Biosciences,false
3216143,113557,144995,CASTLEMIST FINANCES LIMITED,Castle Biosciences,false
1319713,46307,131360,Castro Model Ltd,CASTROL INDIA,false
2363,1690,46307,Castrol,Castro Model Ltd,false
3652866,131360,142370,CASTROL INDIA,Castrol India,true
2268567,80615,99491,CATALENT,Catalent,true
233665,13710,105880,Catalent,"Catalent, Inc.",true
2972516,109094,120401,Catalent Inc,"Catalent, Inc.",true
4218656,161857,161860,CATALENT ITALY HOLDING SRL,CATALENT ANAGNI SRL,false
4218686,161854,161857,CATALENT ITALY SPA,CATALENT ITALY HOLDING SRL,false
1664026,57427,161854,"Catalent, Inc.",CATALENT ITALY SPA,false
1581593,54792,94671,Catalyst Metals Limited,Catalyst Pharmaceuticals,false
536882,22760,74009,Catalyst Pharmaceuticals,Catalyst Pharmaceuticals,true
3481637,121991,153204,catalyx,Catalyst Pharmaceuticals,false
2216246,79104,101523,Catalyx,Catalyst Pharmaceuticals,false
2361137,83360,127698,CATCHER TECHNOLOGY,CATCHER TECHNOLOGY,true
2935359,106873,127698,Catcher Technology Co Ltd,CATCHER TECHNOLOGY,true
1488237,49259,106873,Catcher Technology Co. Ltd,Catcher Technology Co Ltd,true
1319262,46925,129645,Catena AB,CATENA AB (PUBL),true
2450048,85314,129645,CATENA AB (PUBL),CATENA AB (PUBL),true
2217377,79647,90976,CATERPILLAR,Caterpillar,true
3435727,120548,148324,caterpillar,Caterpillar Inc.,true
634545,25415,105925,Caterpillar,Caterpillar Inc.,true
3033833,111163,133983,Caterpillar Inc,CATERPILLAR,true
3435436,119514,148324,Caterpillar Inc.,Caterpillar Inc.,true
3717633,136653,139369,Cathay Biotech Inc.,Cathay General Bancorp,false
2269128,81319,100929,CATHAY BIOTECH INC.,Cathay General Bancorp,false
1164541,44121,61121,"Cathay Biotech, Inc.",Cathay Financial,false
1505705,50003,110557,"Cathay Chemical Works, Inc.",Cathay Financial Holding Co Ltd,false
1494580,49905,71291,"Cathay Consolidated, Inc.",Cathay Financial Holding,false
1750946,60275,110557,Cathay Financial,Cathay Financial Holding Co Ltd,false
3441363,120609,139369,cathay financial,Cathay General Bancorp,false
613905,26354,84033,Cathay Financial Holding,CATHAY GENERAL BANCORP,false
2269929,80263,99771,CATHAY FINANCIAL HOLDING,Cathay Pacific,false
2977848,110557,120027,Cathay Financial Holding Co Ltd,Cathay Financial Holding Co. Ltd,true
1659308,59291,92708,Cathay Financial Holding Co. Ltd,Cathay Pacific,false
556131,23420,50003,Cathay General Bancorp,"Cathay Chemical Works, Inc.",false
2471367,84033,124606,CATHAY GENERAL BANCORP,CATHAY FINANCIAL HOLDING,false
161920,10365,100929,Cathay Life,Cathay General Bancorp,false
552551,24147,72215,Cathay Pacific,Cathay Pacific,true
2383691,82815,105610,CATHAY PACIFIC AIRWAYS,Cathay Financial Holding Co. Ltd,false
3738209,138157,155407,Cathay Pacific Airways,Cathay Real Estate Development,false
1449873,47711,109397,Cathay Pacific Airways Ltd,Cathay Pacific Airways Ltd,true
988361,34844,47711,"Cathay Pacific
",Cathay Pacific Airways Ltd,false
2881081,103083,136653,Cathay Real Estate Development,Cathay Biotech Inc.,false
1495285,49427,61121,"Cathay Real Estate Development Co.,Ltd.",Cathay Financial,false
179032,10756,103083,Cathay United Bank,Cathay Real Estate Development,false
601669,25558,90942,Catl,CATL,true
1610573,55466,90942,CATL,CATL,true
380446,18250,76443,Cato Fashion,Cato Fashion,true
162457,11259,33096,Cato Networks,Cato Networks,true
1963249,64942,78607,Catraport,Catraport,true
163977,11703,32658,Cava Group,Cava Group,true
1537792,52476,113764,Cavalier Corp Ltd,CAVALIER FINANCES LIMITED,false
3213125,113764,148031,CAVALIER FINANCES LIMITED,Cavalier Chocolate,false
2854416,101438,140505,Cavco Industries,Cavco Industries,true
3611765,129496,140505,CAVCO INDUSTRIES,Cavco Industries,true
2936524,107069,140505,Cavco Industries Inc,Cavco Industries,true
743382,28028,104495,Cave Interactive,CAVE Interactive,true
1098036,39014,97440,CAVE Interactive,CAVE Interactive,true
781467,29847,37668,Caverion,"Caverion
",true
2936725,107951,144878,Caverion Corp,Caverion Oyj,true
2613273,89534,102340,CAVERION OYJ,Caverion,true
1587132,54118,107951,Caverion Oyj,Caverion Corp,true
1064809,37668,74930,"Caverion
",Caverion,true
2181841,76648,97027,Cazoo,Cazoo,true
1963142,64717,65633,"CB, Ltd","CB, Ltd",true
163662,10850,147011,CBA,CBA,true
734190,27437,97310,Cbak Energy,CBAK Energy,true
1098096,39074,97310,CBAK Energy,CBAK Energy,true
2787319,97718,104849,cbdMD,cbdMD,true
743137,27712,104849,Cbdmd,cbdMD,true
779704,30648,73804,Cbiz,CBIZ,true
2157645,73804,157345,CBIZ,CBIZ,true
772940,29509,95730,Cbl Properties,CBL Properties,true
2875933,102727,152559,CBL Properties,CBL Properties,true
1067444,37099,152559,"CBL Properties
",CBL Properties,true
962169,35428,92074,Cboe,Cboe,true
3527075,125418,136412,CBOE GLOBAL MARKETS,Cboe Global Markets,true
2969093,108546,136412,"Cboe Global Markets, Inc",Cboe Global Markets,true
1658313,57563,108546,"Cboe Global Markets, Inc.","Cboe Global Markets, Inc",true
2614128,89080,144412,CBRE CLARION GLOBAL REAL ESTATE INCOME FUND,Cbre Clarion Global Real Estate Income Fund,true
3482020,120946,134479,cbre group,CBRE GROUP,true
3713406,135488,156526,Cbre Group,CBRE Group,true
2048477,71026,98523,CBRE Group,CBRE Group,true
2284329,80143,120013,CBRE GROUP,"CBRE Group, Inc.",true
3032944,110931,124480,CBRE Group Inc,CBRE GROUP,true
986188,36753,120013,"CBRE Group
","CBRE Group, Inc.",true
1613947,57295,71026,"CBRE Group, Inc.",CBRE Group,true
3384272,116958,118622,CBS FINANCE B LTD,CBS Films Inc.,false
107754,7045,7094,CBSE,CBSE,true
3356319,116561,158284,CBT (NORFOLK) LTD,CBT (NORFOLK) LTD,true
1101663,40714,69443,Cbweed*,Cbweed*,true
2732386,93061,100167,CCC Intelligent Solutions,CCC Intelligent Solutions,true
3735003,137747,151628,Ccc Intelligent Solutions Holdings Inc.,CCC Intelligent Solutions,true
2358143,82405,93061,CCC INTELLIGENT SOLUTIONS HOLDINGS INC.,CCC Intelligent Solutions,true
3712564,136858,153721,Ccl Industries,CCL Industries,true
2269274,81514,99603,CCL INDUSTRIES,CCL Industries,true
214762,13820,47999,CCL Industries,CCL Industries Inc.,true
2970266,109010,153721,CCL Industries Inc,CCL Industries,true
1439018,47999,109010,CCL Industries Inc.,CCL Industries Inc,true
2360133,83475,127808,CCOOP GROUP CO. LTD,CCOOP GROUP CO. LTD,true
2358990,83584,138928,CCR,Ccr,true
3684429,133330,144348,CCS SUPPLY CHAIN MANAGEMENT,Ccs Supply Chain Management,true
3844901,160429,163296,CD 24121 SRL,CD 24121 SRL,true
3502608,123055,146158,cd projekt,CD Projekt,true
930904,33644,146158,CD Projekt,CD Projekt,true
2358484,82897,93945,CD PROJEKT,CD Projekt,true
829193,30974,53251,Cd Projekt,CD Projekt SA,true
1589318,53251,123055,CD Projekt SA,cd projekt,true
7526,1632,127294,CDK Global,CDK GLOBAL,true
3579216,127294,138308,CDK GLOBAL,Cdk Global,true
1132120,42051,57806,CDK Global Careers,"CDK Global, Inc.",true
2935938,107506,127294,CDK Global Inc,CDK GLOBAL,true
1650619,57806,82964,"CDK Global, Inc.",CDK GLOBAL,true
1535751,52354,89328,CDL Hospitality Trusts,CDL HOSPITALITY TRUSTS,true
2616445,89328,133658,CDL HOSPITALITY TRUSTS,CDL HOSPITALITY TRUSTS,true
775457,30003,94944,Cdsl,CDSL,true
2157931,74498,155311,CDSL,CDSL,true
1722807,60916,121252,CDW,cdw,true
3028824,110762,156996,CDW Corp,CDW Corporation,true
621089,26166,161945,Cdw Corporation,CDW CORPORATION,true
1620854,57338,105700,CDW Corporation,CDW Corporation,true
3502971,124660,135660,CDW CORPORATION,Cdw Corporation,true
2613794,88457,143795,CE INFO SYSTEMS,Ce Info Systems,true
168094,10492,102767,Ceat,CEAT,true
2157223,75120,154951,CEAT,CEAT,true
3845173,161091,163021,"CEC EDUCATIONAL SERVICES, LLC","CEC EDUCATIONAL SERVICES, LLC",true
2361972,83167,138417,CECEP SOLAR ENERGY,Cecep Wind-power Corporation,false
2890814,106254,127399,CECEP Solar Energy Co Ltd,CECEP WIND-POWER CORPORATION,false
1158124,43236,106254,"CECEP Wind-power Corp Co.,Ltd.",CECEP Solar Energy Co Ltd,false
3737145,138417,138505,Cecep Wind-power Corporation,Cecep Solar Energy,false
3570682,127399,138417,CECEP WIND-POWER CORPORATION,Cecep Wind-power Corporation,true
774491,29026,75850,Ceco Environmental,CECO Environmental,true
383741,17544,29026,CECO Environmental,Ceco Environmental,true
1098402,39384,96363,"CECO Environmental
",CECO Environmental,true
1833002,62587,86973,Ceconomy,CECONOMY AG,true
3387525,118439,142309,Ceconomy AG,Ceconomy Ag,true
2541233,86973,118439,CECONOMY AG,Ceconomy AG,true
162374,11171,33168,Cedar,Cedar,true
3754565,140339,157552,Cedar Fair,Cedar Fair,true
2455018,85003,140339,CEDAR FAIR,Cedar Fair,true
2937641,106680,118505,"Cedar Fair, L.P.",Cedar Grove Productions,false
3390483,118505,157552,Cedar Grove Productions,Cedar Fair,false
1582522,54687,85003,Cedar Woods Properties Limited,CEDAR FAIR,false
1152898,44915,45766,CeGeREAL,Cegereal SA,false
3844714,159856,162598,CEGID ITALIA SRL,CEGID ITALIA SRL,true
1844941,61989,163623,Celanese,CELANESE CORPORATION,true
2971802,109901,163617,Celanese Corp,CELANESE INTERNATIONAL CORPORATION,true
1656922,57479,63983,Celanese Corporation,Celanese,true
3529496,125003,161651,CELANESE CORPORATION,CELANESE INTERNATIONAL CORPORATION,true
3846392,161648,161654,CELANESE HOLDINGS LLC,CELANESE LTD.,true
3846191,161651,163620,CELANESE INTERNATIONAL CORPORATION,CELANESE LTD.,true
4218717,163620,163623,CELANESE LTD.,CELANESE CORPORATION,true
42503,3043,4963,Celebi Delhi Cargo Terminal Management,Celebi Ground Handling,false
43122,2327,3043,Celebi NAS Airport Services India,Celebi Delhi Cargo Terminal Management,false
3480182,122404,161012,celeritas,CELERITAS INSURANCE BROKERS SRL,false
2220859,79517,161012,Celeritas,CELERITAS INSURANCE BROKERS SRL,false
2025573,67511,70354,Celerity,Celeritas,false
1134859,42252,161012,Celerity Careers,CELERITAS INSURANCE BROKERS SRL,false
167305,11819,37845,Celestia,Celestica,false
1316392,45876,101949,Celestial Asia Securities Holdings Ltd,Celestica,false
1064952,37845,74508,Celestica,Celestica,true
2536385,87900,101949,CELESTICA,Celestica,true
2972285,109323,147755,Celestica Inc,Celestyal Cruises,false
1441753,48114,109323,Celestica Inc.,Celestica Inc,true
3795579,147755,148325,Celestyal Cruises,Celestica,false
128992,8483,148326,Celkon Mobiles,Celkon,false
163029,11854,32489,Cell C,Cell C,true
1131771,41418,68101,Cellarius,Cellarius,true
391429,17052,145090,Cellcom Israel,Cellcom Israel,true
2619703,89762,102816,CELLCOM ISRAEL,Cellcom Israel,true
1159866,44201,102816,Cellcom Israel Ltd,Cellcom Israel,true
2853620,101536,153010,Celldex Therapeutics,Celldex Therapeutics,true
2542867,86800,153010,CELLDEX THERAPEUTICS,Celldex Therapeutics,true
778670,29540,37097,Cellebrite,Cellebrite,true
1135354,42910,102781,Cellebrite DI Ltd,Cellebrite,true
1153931,43157,44057,Cellect Biotechnology Ltd.,Cellectis SA,false
490501,20647,43157,Cellectis,Cellect Biotechnology Ltd.,false
1158525,44057,154357,Cellectis SA,Cellectis,true
1316932,46929,86366,Cellink AB,CELLINK AB (PUBL),false
2537961,86366,141706,CELLINK AB (PUBL),Cellink Ab (publ),true
3481415,122551,134495,cellnex telecom,CELLNEX TELECOM,true
2281044,80159,124493,CELLNEX TELECOM,CELLNEX TELECOM,true
1974117,64059,105523,Cellnex Telecom,"Cellnex Telecom, SA",true
2938417,108261,122551,Cellnex Telecom SA,cellnex telecom,true
973074,36738,59230,"Cellnex Telecom
","Cellnex Telecom, SA",true
1669693,59230,108261,"Cellnex Telecom, SA",Cellnex Telecom SA,true
442566,18621,154766,Celltrion,Celltrion,true
2270166,80548,91751,CELLTRION,Celltrion,true
2937374,107009,119050,Celltrion Healthcare Co Ltd,Celltrion,false
2936977,107110,124883,Celltrion Inc,CELLTRION,true
966946,36334,71249,"Celltrion
",Celltrion,true
1129972,42516,53804,cellulant Careers,Cellularline S.p.A.,false
107507,6472,47956,Celon Laboratories,Celon Pharma SA,false
169909,10925,139575,Celonis,Celonis,true
2456305,84237,139575,CELONIS,Celonis,true
736194,27416,76796,Cel-sci,Cel-Sci,true
2185425,76796,153683,Cel-Sci,Cel-Sci,true
1104635,39180,153683,"Cel-Sci
",Cel-Sci,true
2186932,77332,104916,Celsion Corporation,Celsion Corporation,true
1060301,38459,97817,"Celsion Corporation
",Celsion Corporation,true
2358951,83534,92460,CELSIUS HOLDINGS,Celsius Holdings,true
542105,24306,33205,Celsius Holdings,Celsius Network,false
978273,35543,127862,"Celsius Holdings
",CELSIUS HOLDINGS,true
162349,11144,99551,Celsius Network,Celsius Holdings,false
2181866,76673,96910,Celularity,Celularity,true
2537954,86355,141697,CELULOSA ARGENTINA,Celulosa Argentina,true
1611542,55512,141697,Celulosa Argentina SA,Celulosa Argentina,true
1483819,49177,49178,Celyad SA,Celyad Oncology SA,false
2767561,94269,130198,Cembra Money Bank,CEMBRA MONEY BANK AG,true
1316873,46865,101319,Cembra Money Bank AG,Cembra Money Bank,true
2446564,85866,101319,CEMBRA MONEY BANK AG,Cembra Money Bank,true
2061215,70876,163176,Cement Roadstone Holding,CEMENTIR HOLDING N.V.,false
989302,36106,108020,"Cement Roadstone Holding
",Cementos Argos SA,false
506445,22147,130623,Cementir,CEMENTOS ARGOS S.A.,false
2548678,87400,142732,CEMENTIR HOLDING,Cementir Holding,true
3774398,142732,160318,Cementir Holding,CEMENTIR HOLDING N.V.,true
1590921,53687,142732,Cementir Holding N.V.,Cementir Holding,true
3847777,160318,163176,CEMENTIR HOLDING N.V.,CEMENTIR HOLDING N.V.,true
2939306,107043,130623,Cementir Holding NV,CEMENTOS ARGOS S.A.,false
3774366,141634,160318,Cementos Argos S.a.,CEMENTIR HOLDING N.V.,false
3613446,130623,141634,CEMENTOS ARGOS S.A.,Cementos Argos S.a.,true
2938751,108020,160318,Cementos Argos SA,CEMENTIR HOLDING N.V.,false
1609387,55394,98392,Cementos Bio Bio SA,Cement Roadstone Holding,false
2042203,67938,142732,Cementys,Cementir Holding,false
206878,13918,99717,Cemex,Cemex,true
2278501,81547,125886,CEMEX,CEMEX,true
531957,23942,100084,Cemig,Cemig,true
2027268,66938,122292,Cemir Security,cemir security,true
1060530,38689,77458,Cemtrex,Cemtrex,true
551625,23706,141730,Cencosud,Cencosud Shopping,false
3572486,127550,130723,CENCOSUD,CENCOSUD SHOPPING,false
1614046,55413,62837,Cencosud SA,Cencosud,true
3774089,141730,148327,Cencosud Shopping,Cencosud,true
3612663,130723,138552,CENCOSUD SHOPPING,Cencosud,false
1619407,55352,127550,Cencosud Shopping SA,CENCOSUD,false
923163,34508,83220,"Cencosud
",CENCOSUD,true
2614559,89896,145236,CENDES,Cendes,true
2185432,76805,152835,Cenntro Electric Group,Cenntro Electric Group,true
3482294,121080,124645,cenovus energy,CENOVUS ENERGY,true
1850989,61592,134641,Cenovus Energy,CENOVUS ENERGY,true
3686203,134641,153768,CENOVUS ENERGY,Cenovus Energy,true
3031292,111053,135646,Cenovus Energy Inc,Cenovus Energy,true
1653433,59219,91358,Cenovus Energy Inc.,Cenovus Energy,true
965159,36444,80305,"Cenovus Energy
",CENOVUS ENERGY,true
3652641,131943,142951,CENTAMIN,Centamin,true
1612986,56532,131943,Centamin plc,CENTAMIN,true
2308,1578,54634,Centaur Pharmaceuticals,Centaurus Metals Limited,false
1580592,54634,90445,Centaurus Metals Limited,Centauro Srl,false
970348,36511,70720,Centene,Centene,true
3435766,120678,141547,centene,Centennial Resource Development,false
3037403,111342,119757,Centene Corp,Centene Corporation,true
2893721,105237,135321,Centene Corporation,Centene Corporation,true
3686841,134328,135321,CENTENE CORPORATION,Centene Corporation,true
3774226,141547,156571,Centennial Resource Development,Centene,false
2548470,86205,124326,CENTENNIAL RESOURCE DEVELOPMENT,CENTENE CORPORATION,false
1133900,42564,91726,Center for Creative Leadership Careers,CenterPoint Energy,false
176430,10834,144465,Center Fresh,Center Laboratories,false
3574996,128388,144465,CENTER INTERNATIONAL GROUP,Center Laboratories,false
3758018,139381,140757,Center International Group,Centerra Gold,false
1173864,43296,153949,"Center International Group Co.,Ltd.",Centerra Gold,false
3689615,133456,139381,CENTER LABORATORIES,Center International Group,false
3786849,144465,152568,Center Laboratories,Centerspace,false
1503626,49391,128388,"Center Laboratories, Inc.",CENTER INTERNATIONAL GROUP,false
643639,26367,144465,Centerpoint Energy,Center Laboratories,false
1747182,60810,133456,CenterPoint Energy,CENTER LABORATORIES,false
3486628,121146,131554,centerpoint energy,CENTERSPACE,false
2276501,80744,83557,CENTERPOINT ENERGY,CENTERSTATE BANK CORPORATION,false
2976933,109871,129744,CenterPoint Energy Inc,CENTERRA GOLD,false
984345,36347,49391,"CenterPoint Energy
","Center Laboratories, Inc.",false
1679352,57412,139381,"CenterPoint Energy, Inc.",Center International Group,false
384595,16391,91726,Centerra Gold,CenterPoint Energy,false
3615119,129744,153949,CENTERRA GOLD,Centerra Gold,true
1447818,48003,133456,Centerra Gold Inc.,CENTER LABORATORIES,false
799034,29732,131554,Centerspace,CENTERSPACE,true
2556564,87230,127886,CENTERSPACE,CENTERSTATE BANK CORPORATION,false
3738097,138895,139381,Centerstate Bank Corporation,Center International Group,false
2381369,83557,121146,CENTERSTATE BANK CORPORATION,centerpoint energy,false
390429,17783,103606,Centessa Pharmaceuticals,Centessa Pharmaceuticals,true
1615475,55929,103606,Centessa Pharmaceuticals Ltd,Centessa Pharmaceuticals,true
1593941,54306,74053,Centrais ElÃƒÂ©tricas Brasileiras S.A. - EletrobrÃƒÂ¡s,Central Garden & Pet,false
1329306,46474,78225,Centrais ElÃƒÂ©tricas de Santa Catarina SA,Central Japan Railway Co,false
2050096,71218,99421,Centrais Electricas Brasileiras,Central Pattana,false
3720384,137095,140521,Centrais Eletricas Brasileiras - Eletrobras,Central Garden & Pet Company,false
2286170,81757,82626,CENTRAIS ELETRICAS BRASILEIRAS - ELETROBRAS,CENTRAL RETAIL CORPORATION,false
2984346,109650,112574,Centrais Eletricas Brasileiras S.A.,CENTRAL POTHOLE REPAIRS LTD,false
125584,6357,129331,Central Academy School,CENTRAL BANCOMPANY,false
1625505,55998,69633,Central Asia Metals plc,Central Warehouse Solution,false
3760314,140342,147950,Central Bancompany,Central Cooperative Bank,false
3621329,129331,140521,CENTRAL BANCOMPANY,Central Garden & Pet Company,false
3807621,147756,153684,Central Bank of Cyprus,Central Securities,false
3663946,131171,140342,CENTRAL BANK OF INDIA,Central Bancompany,false
37967,1844,105723,Central Bank of India,Central Japan Railway Co,false
3777253,142185,144166,Central Bank Of India,Central Securities,false
3794229,146902,152220,Central Bank of Ireland,Central Pacific Financial,false
3794202,146373,153684,Central Bank of Luxembourg,Central Securities,false
3794253,146346,147756,Central Bank of Malta,Central Bank of Cyprus,false
120551,7775,55010,Central Bureau of Investigation,Central Petroleum Limited,false
2565870,87037,121311,CENTRAL CHINA LAND MEDIA,central japan railway,false
3777235,142375,145022,Central China Land Media,Central Plains Environment Protection,false
2983817,109557,129129,Central China Real Estate Ltd,CENTRAL CHINA SECURITIES,false
2484864,84801,103173,CENTRAL CHINA SECURITIES,Central Pacific Financial,false
3760452,140131,143881,Central China Securities,Central Plaza Hotel Public Company,false
1173139,43734,71867,Central China Securities Co. Ltd,Central Pattana,false
3807631,147950,152788,Central Cooperative Bank,Central Valley Community Bancorp,false
3794186,146082,157261,Central de Cervejas,Central Garden & Pet,false
1550567,51788,69592,Central Depository Services ,CentralNic Group,false
2482951,85803,129519,CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED,CENTRAL GARDEN & PET COMPANY,false
3760513,141139,143789,Central Depository Services (india) Limited,Central Holding Group,false
91545,5976,69633,Central Electronics,Central Warehouse Solution,false
2541783,86945,95722,CENTRAL EUROPEAN MEDIA ENTERPRISES,Central Puerto,false
3777257,142287,144166,Central European Media Enterprises,Central Securities,false
2778940,94582,121683,Central Garden & Pet,central warehouse solution,false
2946694,108469,140521,Central Garden & Pet Co,Central Garden & Pet Company,true
3760339,140521,146902,Central Garden & Pet Company,Central Bank of Ireland,false
3621106,129519,146082,CENTRAL GARDEN & PET COMPANY,Central de Cervejas,false
1499955,50965,75545,Central Glass Co. Ltd,Central Pacific Financial,false
2638497,88453,131171,CENTRAL HOLDING GROUP,CENTRAL BANK OF INDIA,false
3788229,143789,147950,Central Holding Group,Central Cooperative Bank,false
1331227,45296,71079,Central Holding Group Co. Ltd,Central Japan Railway,false
12955,1204,88826,Central Industrial Security Force,CENTRAL SECURITIES,false
72599,3709,132872,Central Institute of Mining and Fuel Research,CENTRAL PLAZA HOTEL PUBLIC COMPANY,false
65772,2919,29629,Central Institute of Plastics Engineering & Technology,Central Securities,false
1012954,35795,140131,Central Japan Railway,Central China Securities,false
3489686,121311,132779,central japan railway,CENTRAL HOLDING GROUP,false
2906292,105723,129519,Central Japan Railway Co,CENTRAL GARDEN & PET COMPANY,false
3720404,135738,140342,Central Japan Railway Company,Central Bancompany,false
2282594,80395,86945,CENTRAL JAPAN RAILWAY COMPANY,CENTRAL EUROPEAN MEDIA ENTERPRISES,false
1559981,51503,146902,CENTRAL MOTEK Co.Ltd.,Central Bank of Ireland,false
2174069,75545,141139,Central Pacific Financial,Central Depository Services (india) Limited,false
3417196,118678,146902,Central Partnership,Central Bank of Ireland,false
2137421,71867,132872,Central Pattana,CENTRAL PLAZA HOTEL PUBLIC COMPANY,false
3741540,137485,142185,Central Pattana Public Company,Central Bank Of India,false
2395473,82147,126480,CENTRAL PATTANA PUBLIC COMPANY,CENTRAL PATTANA PUBLIC COMPANY,true
1690906,58580,140131,Central Pattana Public Company Ltd,Central China Securities,false
1016701,35288,109344,"Central Pattana
",Central Retail Corp PCL,false
1602515,55010,140131,Central Petroleum Limited,Central China Securities,false
2636701,89690,146373,CENTRAL PLAINS ENVIRONMENT PROTECTION,Central Bank of Luxembourg,false
3788221,145022,152788,Central Plains Environment Protection,Central Valley Community Bancorp,false
2638183,88551,132872,CENTRAL PLAZA HOTEL PUBLIC COMPANY,CENTRAL PLAZA HOTEL PUBLIC COMPANY,true
3788216,143881,152788,Central Plaza Hotel Public Company,Central Valley Community Bancorp,false
3127457,112574,126093,CENTRAL POTHOLE REPAIRS LTD,CENTRAIS ELETRICAS BRASILEIRAS - ELETROBRAS,false
37662,1344,120112,Central Public Works Department,Central Japan Railway Co,false
2779221,95722,102476,Central Puerto,Central Securities,false
1636117,55488,103865,Central Puerto SA,Central Valley Community Bancorp,false
1083654,37396,46474,"Central Puerto
",Centrais ElÃƒÂ©tricas de Santa Catarina SA,false
1497642,49458,82147,Central Reinsurance Corp,CENTRAL PATTANA PUBLIC COMPANY,false
73414,2130,118678,Central Reserve Police Force,Central Partnership,false
2984186,109344,121311,Central Retail Corp PCL,central japan railway,false
1693248,58581,108556,Central Retail Corp Public Company Ltd,Central Bank of India,false
3536780,126952,145022,CENTRAL RETAIL CORPORATION,Central Plains Environment Protection,false
3740577,137966,152788,Central Retail Corporation,Central Valley Community Bancorp,false
2636245,88826,153684,CENTRAL SECURITIES,Central Securities,true
412320,16829,21037,Central Securities,Central Valley Community Bancorp,false
1170009,44856,78755,Central Telegraph Public Joint Stock Company,CentralNic Group,false
67259,4019,21926,Central Tool Room & Training Centre,Central Puerto,false
763847,28565,103865,Central Valley Community Bancorp,Central Valley Community Bancorp,true
1104057,40136,96822,"Central Valley Community Bancorp
",Central Valley Community Bancorp,true
1123460,40904,137485,Central Warehouse Solution,Central Pattana Public Company,false
3489096,121683,145022,central warehouse solution,Central Plains Environment Protection,false
1205689,43012,137095,Centrale d'Achat FranÃƒÂ§aise pour l'Outre-Mer SA,Centrais Eletricas Brasileiras - Eletrobras,false
1594934,53781,66286,Centrale del Latte d'Italia S.p.A.,Central Warehouse Solution,false
1123498,40863,137095,CentralNic Group,Centrais Eletricas Brasileiras - Eletrobras,false
3489386,121642,140342,centralnic group,Central Bancompany,false
1618428,56090,88826,CentralNic Group plc,CENTRAL SECURITIES,false
924,1335,82264,Centre for Development of Advanced Computing,CENTRE TESTING INTERNATIONAL GROUP,false
44264,2980,55008,Centre For Sight,Centrex Metals Limited,false
