,company_country,company_revenue,company_name
1927,Israel,6460000000.0,Israel Discount Bank
1928,USA,6460000000.0,UiPath
1929,Singapore,6460000000.0,Great Eastern
1930,USA,6440000000.0,Murphy Oil
1931,France,6430000000.0,Rexel
1932,Australia,6430000000.0,Treasury Wine Estates
1933,Spain,6420000000.0,Bankinter
1934,Australia,6410000000.0,Atlas Arteria
1935,Japan,6410000000.0,Trend Micro
1936,USA,6400000000.0,Voya Financial
1937,USA,6400000000.0,Harley-Davidson
1938,USA,6400000000.0,Clearway Energy
1939,Canada,6390000000.0,CAE
1940,USA,6380000000.0,Stifel
1941,S. Korea,6380000000.0,Industrial Bank of Korea (IBK)
1942,USA,6380000000.0,Generac Power Systems
1943,New Zealand,6380000000.0,Spark New Zealand
1944,Canada,6380000000.0,Turquoise Hill Resources
1945,China,6370000000.0,37 Interactive Entertainment
1946,Canada,6370000000.0,West Fraser Timber
1947,Japan,6360000000.0,Makita
1948,Sweden,6350000000.0,Holmen
1949,Japan,6350000000.0,Nippon Sanso
1950,Japan,6350000000.0,Toho Co.
1951,Italy,6340000000.0,Banca Mediolanum
1952,USA,6340000000.0,Reynolds Consumer
1953,USA,6340000000.0,Wyndham Hotels & Resorts
1954,Japan,6340000000.0,Daiwa Securities Group
1955,Japan,6340000000.0,Osaka Gas
1956,India,6340000000.0,Torrent Pharmaceuticals
1957,Australia,6330000000.0,OZ Minerals
1958,USA,6330000000.0,Agilon Health
1959,Poland,6330000000.0,Allegro.eu
1960,Canada,6320000000.0,iA Financial
1961,India,6320000000.0,Tube Investments of India
1962,Switzerland,6320000000.0,Helvetia Holding
1963,Turkey,6310000000.0,GarantiBank
1964,Switzerland,6310000000.0,Bachem
1965,Taiwan,6300000000.0,GlobalWafers
1966,Brazil,6300000000.0,Hapvida
1967,Indonesia,6300000000.0,Charoen Pokphand Indonesia
1968,Poland,6300000000.0,KGHM Polska MiedÅº
1969,USA,6300000000.0,U.S. Steel
1970,Luxembourg,6290000000.0,Ternium
1971,USA,6290000000.0,Agree Realty
1972,Macau,6290000000.0,Wynn Macau
1973,Indonesia,6270000000.0,Adaro Energy
1974,USA,6270000000.0,Kinsale Capital Group
1975,Japan,6260000000.0,GMO Payment Gateway
1976,USA,6260000000.0,World Wrestling Entertainment
1977,Indonesia,6260000000.0,GoTo
1978,USA,6250000000.0,Texas Roadhouse
1979,Japan,6240000000.0,TIS
1980,USA,6230000000.0,New York Community Bank
1981,Indonesia,6220000000.0,Sampoerna
1982,India,6220000000.0,Shriram Transport Finance
1983,USA,6220000000.0,Clean Harbors
1984,USA,6220000000.0,NextEra Energy Partners
1985,USA,6210000000.0,RLI Corp.
1986,USA,6210000000.0,Affiliated Managers Group
1987,USA,6200000000.0,MDU Resources
1988,USA,6200000000.0,Houlihan Lokey
1989,USA,6200000000.0,AGNC Investment
1990,Canada,6200000000.0,Bombardier Recreational Products
1991,S. Korea,6180000000.0,Hanwha Solutions
1992,Canada,6180000000.0,Toromont
1993,India,6180000000.0,Samvardhana Motherson
1994,USA,6180000000.0,Southwestern Energy
1995,Thailand,6170000000.0,Indorama Ventures
1996,India,6170000000.0,Lodha Group
1997,USA,6170000000.0,RBC Bearings
1998,USA,6170000000.0,Endeavor Group
1999,Switzerland,6160000000.0,BELIMO Holding
2000,Brazil,6160000000.0,Rumo
2001,India,6160000000.0,Indian Railway Catering & Tourism
2002,USA,6150000000.0,Flowers Foods
2003,Japan,6150000000.0,Yamaha
2004,Japan,6140000000.0,KosÃ©
2005,Australia,6140000000.0,Reece Group
2006,USA,6140000000.0,STAG Industrial
2007,Mexico,6130000000.0,Grupo Simec
2008,USA,6130000000.0,HealthSouth
2009,Japan,6120000000.0,MinebeaMitsumi
2010,Hong Kong,6120000000.0,Futu Holdings
2011,USA,6120000000.0,Choice Hotels International
2012,S. Arabia,6110000000.0,Yanbu National Petrochemical
2013,India,6110000000.0,Indus Towers
2014,S. Korea,6110000000.0,Krafton
2015,USA,6110000000.0,Tempur Sealy
2016,Germany,6100000000.0,Nemetschek
2017,USA,6100000000.0,Woodward
2018,USA,6100000000.0,Murphy USA
2019,India,6090000000.0,BOSCH India
2020,USA,6090000000.0,Procore
2021,Australia,6090000000.0,TPG Telecom
2022,USA,6080000000.0,Magnolia Oil & Gas
2023,USA,6070000000.0,Roku
2024,USA,6050000000.0,South State Corp
2025,USA,6050000000.0,Oshkosh Corporation
2026,USA,6050000000.0,Starwood Property Trust
2027,UK,6040000000.0,Clarivate
2028,Switzerland,6040000000.0,On Holding
2029,USA,6040000000.0,Pilgrim's Pride
2030,India,6040000000.0,PI Industries
2031,Japan,6040000000.0,Kobe Bussan
2032,Sweden,6030000000.0,Swedish Orphan Biovitrum
2033,USA,6030000000.0,Qualtrics
2034,Germany,6030000000.0,CTS Eventim
2035,USA,6020000000.0,Coupa
2036,Thailand,6020000000.0,Asset World Corp
2037,USA,6020000000.0,Elanco
2038,USA,6010000000.0,Landstar System
2039,Taiwan,6000000000.0,Chang Hwa Commercial Bank
2040,China,6000000000.0,Silergy
2041,Singapore,6000000000.0,BOC Aviation
2042,USA,5990000000.0,Macy's
2043,USA,5990000000.0,Valvoline
2044,USA,5990000000.0,QuidelOrtho
2045,USA,5990000000.0,Polaris
2046,Japan,5990000000.0,Daifuku
2047,Indonesia,5990000000.0,United Tractors
2048,Taiwan,5980000000.0,Taishin Financial Holdings
2049,Taiwan,5970000000.0,AirTAC International
2050,Germany,5960000000.0,Wacker Chemie
2051,Japan,5960000000.0,Nissan Chemical
2052,USA,5950000000.0,Newell Brands
2053,China,5950000000.0,Hualan Biological Engineering
2054,Switzerland,5950000000.0,Adecco Group
2055,USA,5950000000.0,First American
2056,USA,5950000000.0,Huntsman Corporation
2057,Japan,5940000000.0,Kintetsu GHD
2058,USA,5940000000.0,ChampionX
2059,South Africa,5940000000.0,Nedbank
2060,USA,5930000000.0,Commercial Metals Company
2061,Brazil,5930000000.0,Cosan
2062,Canada,5920000000.0,Descartes Systems
2063,Taiwan,5920000000.0,Unimicron
2064,Japan,5910000000.0,Nippon Prologis REIT
2065,USA,5910000000.0,SAIC
2066,Japan,5910000000.0,Sekisui Chemical
2067,Austria,5900000000.0,Raiffeisen Bank International
2068,Canada,5900000000.0,Kinross Gold
2069,Japan,5900000000.0,Konami Holdings
2070,USA,5890000000.0,Corporate Office Properties Trust
2071,India,5890000000.0,TVS Motor
2072,Japan,5890000000.0,Otsuka
2073,USA,5890000000.0,Saia
2074,Japan,5890000000.0,Japan Real Estate Investment
2075,UK,5880000000.0,Kingfisher
2076,USA,5880000000.0,Toll Brothers
2077,Japan,5880000000.0,Hikari Tsushin
2078,Spain,5870000000.0,Mapfre
2079,USA,5870000000.0,Nutanix
2080,USA,5870000000.0,Doximity
2081,Japan,5870000000.0,Hulic
2082,USA,5860000000.0,Boyd Gaming
2083,USA,5860000000.0,Sonoco
2084,UK,5850000000.0,Convatec Group
2085,USA,5850000000.0,Crane Co.
2086,USA,5850000000.0,Axalta
2087,Philippines,5850000000.0,Emperador Brandy
2088,Sweden,5830000000.0,Axfood
2089,UK,5820000000.0,Land Securities Group
2090,Australia,5820000000.0,Stockland
2091,Brazil,5810000000.0,AtacadÃ£o
2092,Japan,5810000000.0,TOTO
2093,USA,5810000000.0,Samsara
2094,France,5800000000.0,Covivio
2095,USA,5790000000.0,GitLab
2096,USA,5790000000.0,Lithia Motors
2097,Austria,5790000000.0,Andritz
2098,Hong Kong,5790000000.0,HK Electric Investments
2099,Italy,5780000000.0,Banco BPM
2100,USA,5780000000.0,Ashland
2101,UK,5770000000.0,Investec
2102,Japan,5770000000.0,Sumitomo Chemical
2103,USA,5770000000.0,Silgan Holdings
2104,India,5770000000.0,Info Edge
2105,USA,5760000000.0,Range Resources
2106,Hong Kong,5750000000.0,Melco Resorts & Entertainment
2107,USA,5750000000.0,Columbia Sportswear
2108,USA,5750000000.0,Allegro MicroSystems
2109,USA,5750000000.0,Ionis Pharmaceuticals
2110,USA,5740000000.0,EnLink Midstream
2111,USA,5740000000.0,Littelfuse
2112,Sweden,5740000000.0,Tele2
2113,India,5740000000.0,Abbott India
2114,USA,5740000000.0,Alaska Airlines
2115,Thailand,5740000000.0,Charoen Pokphand Foods
2116,Sweden,5730000000.0,Fastighets AB Balder
2117,USA,5730000000.0,Valley Bank
2118,Australia,5720000000.0,Mirvac Group
2119,UK,5720000000.0,DS Smith
2120,India,5720000000.0,Zomato
2121,Singapore,5720000000.0,Mapletree Logistics Trust
2122,Spain,5700000000.0,Banco Sabadell
2123,USA,5700000000.0,H&R Block
2124,Canada,5700000000.0,Bausch + Lomb
2125,Canada,5690000000.0,Yamana Gold
2126,USA,5690000000.0,Dillard's
2127,Canada,5680000000.0,FirstService
2128,USA,5650000000.0,Synovus
2129,Japan,5650000000.0,Nomura Real Estate Master Fund
2130,USA,5650000000.0,Spirit Realty Capital
2131,USA,5630000000.0,Pinnacle Financial Partners
2132,India,5630000000.0,Page Industries
2133,USA,5630000000.0,UWM Holdings
2134,USA,5630000000.0,PDC Energy
2135,Hungary,5630000000.0,MOL Group
2136,USA,5620000000.0,Tenet Healthcare
2137,UK,5620000000.0,Endeavour Mining
2138,Canada,5620000000.0,TMX Group
2139,Sweden,5620000000.0,Getinge
2140,Brazil,5610000000.0,ENGIE Brasil
2141,USA,5610000000.0,Lumen
2142,S. Korea,5610000000.0,HYBE
2143,Switzerland,5610000000.0,Tecan
2144,USA,5600000000.0,Post Holdings
2145,S. Arabia,5600000000.0,Saudi Kayan Petrochemical Company
2146,USA,5600000000.0,EXL Service
2147,Denmark,5590000000.0,Rockwool
2148,USA,5590000000.0,SiteOne Landscape Supply
2149,USA,5590000000.0,New York Times
2150,Canada,5580000000.0,Canadian Apartment Properties REIT
2151,Brazil,5580000000.0,Petro Rio
2152,USA,5580000000.0,FTI Consulting
2153,Australia,5570000000.0,Dexus
2154,Poland,5570000000.0,Bank Pekao (Bank Polska Kasa Opieki)
2155,USA,5570000000.0,Exelixis
2156,USA,5560000000.0,Brunswick Corporation
2157,Czech Republic,5560000000.0,KomerÄnÃ­ banka
2158,Egypt,5560000000.0,Commercial International Bank
2159,Sweden,5560000000.0,Embracer Group
2160,USA,5560000000.0,Light & Wonder
2161,Taiwan,5560000000.0,Pegatron
2162,UK,5550000000.0,TechnipFMC
2163,USA,5550000000.0,Lancaster Colony Corporation
2164,Taiwan,5540000000.0,Nanya Technology
2165,Chile,5540000000.0,QuiÃ±enco
2166,Taiwan,5540000000.0,Far Eastern New Century
2167,India,5540000000.0,JSW Energy
2168,China,5540000000.0,TAL Education Group
2169,USA,5530000000.0,KnowBe4
2170,USA,5530000000.0,Selective Insurance
2171,USA,5530000000.0,Idacorp
2172,USA,5530000000.0,National Fuel Gas
2173,Brazil,5510000000.0,TIM S.A.
2174,India,5510000000.0,Procter & Gamble India
2175,France,5510000000.0,Soitec
2176,Japan,5500000000.0,Square Enix
2177,USA,5500000000.0,Dun & Bradstreet
2178,Australia,5500000000.0,BlueScope Steel
2179,Canada,5500000000.0,Stantec
2180,Japan,5500000000.0,Mitsubishi Motors
2181,Australia,5500000000.0,Yancoal
2182,USA,5490000000.0,MSA Safety
2183,Switzerland,5490000000.0,PSP Swiss Property
2184,India,5490000000.0,ACC
2185,USA,5490000000.0,Norwegian Cruise Line
2186,Sweden,5490000000.0,Beijer Ref
2187,UK,5480000000.0,Beazley
2188,Australia,5480000000.0,GPT Group
2189,USA,5480000000.0,GXO Logistics
2190,USA,5470000000.0,Glacier Bancorp
2191,USA,5470000000.0,PBF Energy
2192,Japan,5460000000.0,Koei Tecmo
2193,Philippines,5460000000.0,PLDT
2194,Australia,5450000000.0,IDP Education
2195,USA,5440000000.0,Acuity Brands
2196,Sweden,5440000000.0,SSAB
2197,India,5430000000.0,Container Corporation of India
2198,USA,5430000000.0,Western Union
2199,USA,5430000000.0,United Bankshares
2200,Japan,5430000000.0,Yamato Holdings
2201,Australia,5430000000.0,Medibank
2202,China,5420000000.0,Chongqing Rural Commercial Bank
2203,USA,5410000000.0,Clearwater Analytics
2204,Taiwan,5410000000.0,Yageo
2205,Japan,5400000000.0,Kajima
2206,USA,5400000000.0,Primerica
2207,USA,5390000000.0,Lincoln National Corporation
2208,New Zealand,5380000000.0,Ebos Group
2209,UK,5380000000.0,M&G plc
2210,Singapore,5370000000.0,City Developments
2211,Netherlands,5370000000.0,CTP N.V.
2212,India,5370000000.0,Trent Limited
2213,USA,5360000000.0,Old National Bank
2214,Canada,5360000000.0,Element Fleet Management
2215,Switzerland,5360000000.0,Clariant
2216,USA,5350000000.0,Marriott Vacations Worldwide
2217,USA,5350000000.0,Envista
2218,USA,5340000000.0,Option Care Health
2219,India,5330000000.0,Indian Hotels Company
2220,Switzerland,5330000000.0,Georg Fischer
2221,USA,5330000000.0,The Ensign Group
2222,Canada,5320000000.0,Air Canada
2223,USA,5320000000.0,Vertiv Holdings
2224,Canada,5320000000.0,Quebecor
2225,Taiwan,5310000000.0,Taiwan High Speed Rail
2226,USA,5310000000.0,Chord Energy
2227,USA,5310000000.0,Hertz
2228,India,5300000000.0,United Breweries
2229,USA,5300000000.0,TopBuild
2230,Canada,5290000000.0,Telus International
2231,UK,5290000000.0,Airtel Africa
2232,Turkey,5290000000.0,Ä°sdemir
2233,Italy,5290000000.0,Stevanato
2234,USA,5290000000.0,BWX Technologies
2235,India,5290000000.0,Nykaa
2236,China,5280000000.0,FAW Car
2237,USA,5280000000.0,Hagerty
2238,USA,5280000000.0,Universal Display Corporation
2239,India,5280000000.0,Zydus Lifesciences
2240,S. Arabia,5280000000.0,Jabal Omar Development
2241,USA,5270000000.0,Antero Midstream
2242,USA,5270000000.0,Univar Solutions
2243,Brazil,5270000000.0,Equatorial Energia
2244,Japan,5270000000.0,âKâ Line
2245,USA,5270000000.0,Eagle Materials
2246,Australia,5260000000.0,Seven Group Holdings (SGH)
2247,Malaysia,5260000000.0,Lynas
2248,USA,5260000000.0,IAA-Insurance Auto Auctions
2249,USA,5260000000.0,Apartment Income REIT
2250,Australia,5260000000.0,Worley
2251,USA,5250000000.0,Oak Street Health
2252,India,5250000000.0,Ashok Leyland
2253,Japan,5250000000.0,Itochu Techno-Solutions
2254,Turkey,5250000000.0,GÃBRETAÅ
2255,France,5230000000.0,Groupe SEB
2256,UK,5230000000.0,The Weir Group
2257,USA,5220000000.0,DraftKings
2258,India,5210000000.0,Muthoot Finance
2259,USA,5210000000.0,Timken Company
2260,USA,5210000000.0,CCC Intelligent Solutions
2261,USA,5210000000.0,Hexcel
2262,Canada,5210000000.0,Gildan
2263,Brazil,5210000000.0,AssaÃ­ Atacadista
2264,USA,5200000000.0,Confluent
2265,Germany,5200000000.0,LEG Immobilien
2266,USA,5200000000.0,DT Midstream
2267,USA,5190000000.0,Credit Acceptance
2268,Canada,5190000000.0,Lundin Mining
2269,Finland,5190000000.0,WÃ¤rtsilÃ¤
2270,USA,5180000000.0,Wintrust Financial
2271,USA,5180000000.0,Chart Industries
2272,France,5180000000.0,Somfy
2273,Italy,5180000000.0,Telecom Italia
2274,Netherlands,5180000000.0,BE Semiconductor
2275,India,5180000000.0,Indian Railway Finance
2276,UK,5180000000.0,Rightmove
2277,Turkey,5180000000.0,Akbank
2278,France,5180000000.0,ALD Automotive
2279,India,5170000000.0,Balkrishna Industries
2280,USA,5170000000.0,R1 RCM
2281,USA,5170000000.0,Guidewire Software
2282,USA,5150000000.0,Rayonier
2283,Finland,5150000000.0,Valmet
2284,Japan,5150000000.0,Dai Nippon Printing
2285,USA,5150000000.0,Apellis Pharmaceuticals
2286,Austria,5150000000.0,Voestalpine
2287,USA,5140000000.0,National Storage
2288,Switzerland,5140000000.0,DKSH Holding
2289,India,5140000000.0,Patanjali Foods
2290,UK,5140000000.0,Barratt Developments
2291,USA,5130000000.0,FS KKR Capital
2292,Japan,5130000000.0,Ibiden
2293,Taiwan,5120000000.0,Realtek
2294,Brazil,5120000000.0,Cemig
2295,USA,5120000000.0,HealthEquity
2296,USA,5100000000.0,Core & Main
2297,Japan,5100000000.0,Obayashi
2298,Switzerland,5100000000.0,Zurich Airport
2299,USA,5090000000.0,Coherent
2300,India,5090000000.0,Schaeffler India
2301,Mexico,5080000000.0,Gruma (Maseca)
2302,USA,5080000000.0,Universal Forest Products
2303,Chile,5070000000.0,Falabella
2304,USA,5070000000.0,Phillips-Van Heusen
2305,USA,5060000000.0,IPG Photonics
2306,Japan,5050000000.0,McDonald's Japan
2307,India,5050000000.0,AU Small Finance Bank
2308,USA,5050000000.0,Exponent
2309,Japan,5050000000.0,GLP J-REIT
2310,Norway,5040000000.0,Tomra
2311,UK,5040000000.0,Persimmon
2312,USA,5030000000.0,Trex
2313,China,5020000000.0,iQIYI
2314,China,5020000000.0,Dongfeng Motor
2315,India,5020000000.0,Astral Poly Technik
2316,India,5020000000.0,Power Finance Corp
2317,China,5020000000.0,Kingsoft
2318,USA,5010000000.0,Madrigal Pharmaceuticals
2319,USA,5010000000.0,GameStop
2320,USA,5000000000.0,Viper Energy Partners
2321,Australia,5000000000.0,Seek Limited
2322,India,5000000000.0,Colgate-Palmolive India
2323,Turkey,5000000000.0,Turkcell
2324,Japan,4990000000.0,Koito Manufacturing
2325,India,4990000000.0,CG Power and Industrial Solutions
2326,Japan,4980000000.0,KOBAYASHI Pharmaceutical
2327,USA,4970000000.0,Banco Popular
2328,USA,4970000000.0,Euronet Worldwide
2329,UK,4970000000.0,Noble Corporation
2330,USA,4960000000.0,LHC Group
2331,USA,4960000000.0,Portland General Electric
2332,S. Korea,4960000000.0,LOTTE Chemical
2333,Italy,4960000000.0,Leonardo
2334,USA,4960000000.0,Dutch Bros
2335,Chile,4950000000.0,Banco de CrÃ©dito e Inversiones
2336,USA,4950000000.0,Prometheus Biosciences
2337,USA,4940000000.0,Watts Water Technologies
2338,South Africa,4940000000.0,Discovery Limited
2339,Canada,4940000000.0,Algonquin Power & Utilities
2340,USA,4930000000.0,Novanta
2341,UK,4930000000.0,Valaris
2342,China,4930000000.0,Lufax
2343,UK,4930000000.0,Hargreaves Lansdown
2344,Canada,4930000000.0,Keyera
2345,USA,4930000000.0,Permian Resources
2346,USA,4930000000.0,Intra-Cellular Therapies
2347,USA,4910000000.0,Hanover Insurance Group
2348,USA,4900000000.0,Alight
2349,India,4900000000.0,Bharat Forge
2350,USA,4900000000.0,Integra LifeSciences
2351,New Zealand,4890000000.0,Mercury NZ
2352,Taiwan,4890000000.0,EVA Air
2353,Canada,4890000000.0,AltaGas
2354,USA,4890000000.0,Brookfield Renewable
2355,USA,4880000000.0,Chemours
2356,USA,4880000000.0,Evoqua Water Technologies
2357,USA,4880000000.0,First Financial Bankshares
2358,Australia,4880000000.0,Carsales
2359,USA,4870000000.0,National Instruments
2360,Netherlands,4870000000.0,X5 Retail Group
2361,S. Arabia,4870000000.0,Petro Rabigh
2362,Israel,4870000000.0,CyberArk
2363,USA,4860000000.0,New Jersey Resources
2364,Philippines,4860000000.0,Jollibee
2365,Ireland,4860000000.0,Perrigo
2366,S. Arabia,4860000000.0,Jarir
2367,France,4850000000.0,Valeo
2368,USA,4850000000.0,Wendyâs Company
2369,Taiwan,4840000000.0,Vanguard International Semiconductor
2370,Turkey,4840000000.0,YapÄ± Kredi
2371,Israel,4830000000.0,Tower Semiconductor
2372,USA,4830000000.0,Sunrun
2373,UK,4830000000.0,HomeServe
2374,USA,4820000000.0,Helmerich & Payne
2375,USA,4820000000.0,F.N.B. Corporation
2376,Japan,4820000000.0,Nippon Express
2377,India,4810000000.0,NHPC Limited
2378,Canada,4800000000.0,RioCan REIT
2379,France,4800000000.0,Eurazeo
2380,India,4800000000.0,Cummins India
2381,USA,4800000000.0,Cerevel Therapeutics
2382,Indonesia,4800000000.0,Barito Pacific
2383,Netherlands,4790000000.0,Just Eat Takeaway
2384,Japan,4790000000.0,Sharp Corporation
2385,Italy,4790000000.0,Pirelli
2386,S. Arabia,4790000000.0,Saudi Investment Bank
2387,USA,4780000000.0,Smartsheet
2388,Turkey,4780000000.0,Koza Gold
2389,Taiwan,4780000000.0,Nan Ya PCB
2390,USA,4780000000.0,Five9
2391,India,4780000000.0,Madras Rubber Factory
2392,S. Korea,4780000000.0,Hyundai Glovis
2393,USA,4770000000.0,Hilton Grand Vacations
2394,Taiwan,4770000000.0,Asia Cement
2395,USA,4760000000.0,Stericycle
2396,UK,4760000000.0,Johnson Matthey
2397,USA,4760000000.0,Ormat Technologies
2398,UK,4760000000.0,International Game Technology
2399,USA,4750000000.0,AMN Healthcare Services
2400,USA,4750000000.0,Bank OZK
2401,India,4750000000.0,Polycab India
2402,USA,4740000000.0,Atkore
2403,Netherlands,4740000000.0,Aalberts
2404,USA,4740000000.0,Civitas Resources
2405,India,4740000000.0,Bandhan Bank
2406,USA,4740000000.0,Silicon Labs
2407,Japan,4730000000.0,Mazda
2408,Brazil,4730000000.0,GOL Airlines
2409,Cayman Islands,4730000000.0,Fabrinet
2410,China,4730000000.0,ZhongAn Insurance
2411,Bermuda,4730000000.0,AXIS Capital
2412,Turkey,4720000000.0,TÃ¼rk Telekom
2413,USA,4720000000.0,Owl Rock Capital
2414,Japan,4720000000.0,SCSK Corporation
2415,Japan,4700000000.0,Toppan
2416,USA,4700000000.0,Penn National Gaming
2417,Turkey,4690000000.0,HektaÅ
2418,USA,4690000000.0,MP Materials
2419,USA,4680000000.0,Black Hills
2420,USA,4680000000.0,Coca-Cola Consolidated
2421,Italy,4680000000.0,Italgas
2422,Japan,4680000000.0,Welcia Holdings
2423,Indonesia,4680000000.0,Vale Indonesia
2424,USA,4670000000.0,Evercore
2425,India,4670000000.0,Tata Elxsi
2426,USA,4660000000.0,Hawaiian Electric Industries
2427,China,4650000000.0,GDS Holdings
2428,China,4650000000.0,Weibo
2429,USA,4650000000.0,Applied Industrial Technologies
2430,Uruguay,4650000000.0,dLocal
2431,USA,4650000000.0,Tegna
2432,Germany,4650000000.0,KION Group
2433,India,4640000000.0,Bank of India
2434,Switzerland,4640000000.0,Emmi AG
2435,Japan,4640000000.0,Hitachi Construction Machinery
2436,USA,4630000000.0,Home BancShares
2437,Japan,4630000000.0,Tobu Railway
2438,Turkey,4620000000.0,SabancÄ± Holding
2439,USA,4620000000.0,Kite Realty
2440,Germany,4620000000.0,Fuchs Petrolub
2441,USA,4610000000.0,Fluor Corporation
2442,Austria,4600000000.0,BAWAG Group
2443,Germany,4600000000.0,Bechtle
2444,Bermuda,4590000000.0,Hiscox
2445,USA,4580000000.0,MACOM
2446,USA,4580000000.0,Elastic NV
2447,Denmark,4570000000.0,Topdanmarks
2448,USA,4570000000.0,Under Armour
2449,USA,4570000000.0,HashiCorp
2450,Australia,4570000000.0,Argo Investments
2451,USA,4560000000.0,Parsons
2452,Chile,4560000000.0,LATAM Airlines
2453,USA,4560000000.0,Air Lease Corporation
2454,Japan,4560000000.0,Japan Airport Terminal
2455,USA,4550000000.0,SPS Commerce
2456,Poland,4540000000.0,Powszechny ZakÅad UbezpieczeÅ
2457,USA,4540000000.0,Calix
2458,USA,4540000000.0,Cadence Bancorp
2459,USA,4530000000.0,Shift4 Payments
2460,China,4530000000.0,Zai Lab
2461,Canada,4520000000.0,Whitecap Resources
2462,Germany,4520000000.0,Hochtief
2463,Singapore,4520000000.0,Mapletree Industrial Trust
2464,France,4520000000.0,Scor
2465,Israel,4520000000.0,Bezeq
2466,UK,4510000000.0,Unite Group (Unite Students)
2467,Australia,4510000000.0,Orica
2468,India,4510000000.0,Mphasis
2469,USA,4510000000.0,ManpowerGroup
2470,UK,4500000000.0,British Land
2471,USA,4500000000.0,Aerojet Rocketdyne
2472,India,4490000000.0,IDFC FIRST Bank
2473,China,4480000000.0,Autohome
2474,USA,4480000000.0,PowerSchool
2475,USA,4480000000.0,Vornado Realty Trust
2476,USA,4480000000.0,Driven Brands
2477,USA,4480000000.0,Leggett & Platt
2478,France,4480000000.0,Tikehau Capital
2479,USA,4480000000.0,Element Solutions
2480,USA,4480000000.0,Kilroy Realty
2481,Taiwan,4470000000.0,Shin Kong Financial Holding
2482,Singapore,4470000000.0,Sembcorp
2483,Italy,4470000000.0,ERG
2484,USA,4470000000.0,Maximus
2485,Chile,4470000000.0,Cencosud
2486,USA,4460000000.0,MSG Sports
2487,Netherlands,4460000000.0,Royal Boskalis Westminster
2488,Spain,4460000000.0,EnagÃ¡s
2489,USA,4460000000.0,Supermicro
2490,Germany,4460000000.0,HelloFresh
2491,USA,4460000000.0,APi Group
2492,Brazil,4460000000.0,CSN MineraÃ§Ã£o
2493,Denmark,4450000000.0,Jyske Bank
2494,Germany,4450000000.0,Schaeffler
2495,Ireland,4450000000.0,Alkermes
2496,USA,4450000000.0,Terreno Realty
2497,USA,4450000000.0,Thor Industries
2498,Singapore,4450000000.0,Olam
2499,Switzerland,4440000000.0,Bucher Industries
2500,South Africa,4440000000.0,Mediclinic International
2501,France,4440000000.0,Neoen
2502,USA,4440000000.0,Louisiana-Pacific
2503,France,4440000000.0,ALTEN
2504,Japan,4430000000.0,Odakyu Electric Railway
2505,India,4420000000.0,Indian Bank
2506,Sweden,4420000000.0,AAK
2507,South Africa,4420000000.0,Remgro Limited
2508,UK,4410000000.0,Inchcape
2509,USA,4400000000.0,Ryman Hospitality Properties
2510,UK,4400000000.0,Hikma Pharmaceuticals
2511,USA,4400000000.0,Schneider
2512,USA,4400000000.0,TriNet
2513,Japan,4390000000.0,CyberAgent
2514,Israel,4390000000.0,monday.com
2515,USA,4390000000.0,OneMain Financial
2516,India,4390000000.0,Alkem Laboratories
2517,USA,4390000000.0,IAC/InterActiveCorp
2518,Israel,4380000000.0,Wix.com
2519,USA,4380000000.0,MSC Industrial Direct
2520,Chile,4380000000.0,Empresas CMPC
2521,Netherlands,4380000000.0,Signify
2522,Thailand,4380000000.0,Bangkok Expressway and Metro (BEM)
2523,France,4380000000.0,JCDecaux
2524,Spain,4380000000.0,Merlin Properties
2525,Philippines,4370000000.0,Metropolitan Bank (Metrobank)
2526,USA,4370000000.0,South Jersey Industries
2527,Turkey,4370000000.0,TofaÅ TÃ¼rk Otomobil FabrikasÄ±
2528,USA,4370000000.0,Southwest Gas
2529,USA,4370000000.0,Seaboard
2530,France,4350000000.0,SPIE
2531,China,4340000000.0,Offcn Education
2532,Italy,4340000000.0,Technoprobe
2533,USA,4330000000.0,Informatica
2534,USA,4330000000.0,Power Integrations
2535,Brazil,4320000000.0,Companhia SiderÃºrgica Nacional
2536,USA,4320000000.0,10x Genomics
2537,India,4320000000.0,National Mineral Development Corporation
2538,Japan,4320000000.0,Iida Group
2539,India,4320000000.0,Paytm
2540,USA,4320000000.0,Cirrus Logic
2541,Canada,4310000000.0,Atlas Corp
2542,USA,4310000000.0,Workiva
2543,Bermuda,4310000000.0,Enstar Group
2544,UK,4310000000.0,Frasers Group
2545,USA,4300000000.0,Lyft
2546,Switzerland,4300000000.0,Temenos
2547,South Africa,4300000000.0,Pepkor
2548,Hong Kong,4300000000.0,Dairy Farm
2549,UK,4300000000.0,IMI plc
2550,USA,4300000000.0,Gap Inc.
2551,Taiwan,4300000000.0,Powerchip Semiconductor Manufacturing
2552,India,4290000000.0,Steel Authority of India
2553,Canada,4290000000.0,Alamos Gold
2554,India,4290000000.0,Hindustan Petroleum
2555,USA,4290000000.0,Insperity
2556,Germany,4290000000.0,HUGO BOSS
2557,South Africa,4270000000.0,The Bidvest Group
2558,USA,4270000000.0,Box
2559,USA,4270000000.0,ONE Gas
2560,Taiwan,4270000000.0,Wiwynn
2561,UK,4270000000.0,Diploma plc
2562,India,4260000000.0,Honeywell Automation India
2563,Italy,4260000000.0,Reply
2564,USA,4250000000.0,Arrowhead Pharmaceuticals
2565,India,4250000000.0,Aditya Birla Capital
