,company_founded,company_location,company_industry,company_name
1095,1905,Genoa,Consumer goods,Fabbrica Ligure Automobili Genova
1096,1947,Milan,Consumer services,Fratelli Fabbri Editori
1097,1950,Calto,Consumer goods,Fabbri Group
1098,1959,Cormano,Consumer goods,Facchini Group
1099,1945,Milan,Consumer goods,Faema
1100,1906,Sesto San Giovanni,Basic materials,Falck Group
1101,1967,Gardone Val Trompia,Industrials,FAMARS
1102,1968,Barzago,Consumer goods,Fantic Motor
1103,1946,Osimo,Consumer goods,Farfisa
1104,1981,Sacile,Consumer goods,Fazioli
1105,1888,Verona,Basic materials,Fedrigoni
1106,1954,Milan,Consumer services,Feltrinelli
1107,1925,Rome,Consumer goods,Fendi
1108,1939,Maranello,Consumer goods,Ferrari
1109,1946,Alba,Consumer goods,Ferrero SpA
1110,1968,ForlÃ¬,Industrials,Ferretti Group
1111,1905,Rome,Consumer services,Ferrovie dello Stato Italiane
1112,1899,Turin,Consumer goods,Fiat
1113,1959,Trieste,Industrials,Fincantieri
1114,1876,Lecco,Industrials,Fiocchi Munizioni
1115,1987,Turin,Consumer goods,Fioravanti
1116,2002,Turin,Financials,Fondiaria-Sai
1117,1972,Bergamo,Consumer goods,Fondmetal
1118,1999,Vicenza,Consumer goods,Fornasari
1119,1857,Algund,Consumer goods,Forst
1120,1987,Brescia,Industrials,Franchi
1121,1905,Milan,Consumer goods,Frera
1122,1860,Monza,Consumer goods,Frette
1123,2004,Arcugnano,Consumer goods,Fulcrum Wheels
1124,1949,Gallarate,Consumer goods,Fulgor
1125,1927,Bologna,Consumer goods,Furla
1126,1947,Milan,Consumer goods,Gaggia
1127,1850,Canelli,Consumer goods,Gancia
1128,1975,Castelnuovo del Garda,Consumer services,Gardaland
1129,1919,Milan,Consumer goods,Garelli Motorcycles
1130,1954,Novi Ligure,Consumer goods,Garlando
1131,1938,Milan,Consumer goods,GDE Bertoni
1132,1955,Rome,Consumer services,GEDI Gruppo Editoriale
1133,1995,Montebelluna,Consumer goods,Geox
1134,1995,Missaglia,Consumer goods,Ghezzi & Brian
1135,1909,Pontedera,Consumer goods,Gilera
1136,1853,Genoa,Industrials,Gio. Ansaldo & C.
1137,2008,Scafati,Consumer goods,Givova
1138,2000,Venice,Consumer goods,Golden Goose
1139,1951,Turin,Consumer goods,Graziano Trasmissioni
1140,1947,Palermo,Transport & tourism,Grimaldi Group
1141,1818,Courmayeur,Consumer goods,Grivel
1142,1912,Milan,Consumer goods,Gruppo Bertone
1143,1954,Milan,Basic materials,Gruppo Riva
1144,1994,Rome,Telecommunications,Gruppo TIM
1145,1921,Florence,Consumer goods,Gucci
1146,1964,Milan,Consumer goods,Guerciotti
1147,1966,Cuneo,Consumer goods,Gufram
1148,2002,Bologna,Utilities,Hera Group
1149,2001,Naples,Industrials,Hitachi Rail Italy
1150,1978,Turin,Consumer goods,I.DE.A Institute
1151,1933,Trieste,Consumer goods,Illy
1152,1910,Parma,Industrials,Impresa Pizzarotti
1153,1975,Fabriano,Consumer goods,Indesit Company
1154,1947,Milan,Consumer goods,Innocenti
1155,1970,Sarzana,Industrials,Intermarine
1156,2007,Turin,Financials,Intesa Sanpaolo
1157,1919,Venice,Consumer goods,Iride Bicycles
1158,1953,Bresso,Consumer goods,Iso
1159,1900,Milan,Consumer goods,Isotta Fraschini
1160,2020,Rome,Consumer services,ITA Airways
1161,1864,Bergamo,Industrials,Italcementi
1162,1968,Moncalieri,Consumer goods,Italdesign Giugiaro
1163,1959,Castel San Pietro Terme,Consumer goods,Italjet
1164,1975,Turin,Industrials,Iveco
1165,1916,Turin,Consumer goods,Kappa
1166,1956,Naples,Consumer goods,Kiton
1167,1954,Milan,Consumer goods,Krizia
1168,2001,Albiate,Consumer goods,Kuota
1169,1954,Bologna,Consumer goods,La Perla
1170,1865,Milan,Consumer services,La Rinascente
1171,1928,Ziano di Fiemme,Consumer goods,La Sportiva
1172,1901,Omegna,Consumer goods,Lagostina
1173,1963,Sant'Agata Bolognese,Consumer goods,Lamborghini
1174,1947,Milan,Consumer goods,Lambretta
1175,1906,Turin,Consumer goods,Lancia
1176,1954,Cavriago,Consumer goods,Landi Renzo
1177,1895,Turin,Consumer goods,Lavazza
1178,1873,Breganze,Consumer goods,Laverda
1179,1993,Pompei,Consumer goods,Legea
1180,1948,Rome,Industrials,Leonardo S.p.A.
1181,1992,Milan,Consumer services,Livingston Energy Flight
1182,1925,Ritten,Consumer goods,Loacker
1183,1924,Quarona,Consumer goods,Loro Piana
1184,1973,Treviso,Consumer goods,Lotto Sport Italia
1185,1957,Naples,Consumer goods,Luigi Borrelli
1186,1961,Milan,Consumer goods,Luxottica
1187,1971,Crespellano,Consumer goods,Macron
1188,1919,Corbetta,Consumer goods,Magneti Marelli
1189,1977,Samarate,Consumer goods,Magni
1190,1930,San Lazzaro di Savena,Consumer goods,Malaguti
1191,1977,Bologna,Consumer goods,Mandarina Duck
1192,1972,Cassola,Consumer goods,Manfrotto
1193,1937,Milan,Industrials,Mapei
1194,1994,Milan,Consumer goods,Marni
1195,1863,Turin,Consumer goods,Martini & Rossi
1196,1949,Bologna,Consumer goods,Marzocchi
1197,1836,Valdagno,Consumer goods,Marzotto
1198,1914,Modena,Consumer goods,Maserati
1199,1973,Bologna,Consumer goods,Massimo Zanetti Beverage Group
1200,1951,Reggio Emilia,Consumer goods,Max Mara
1201,1994,Gricignano di Aversa,Consumer services,MD Discount
1202,1946,Milan,Financials,Mediobanca
1203,1982,Milan,Industrials,Memphis Group
1204,1886,Florence,Health care,Menarini
1205,1964,Olbia,Consumer services,Meridiana
1206,1919,San Vendemiano,Consumer goods,Miche
1207,1825,Milan,Financials,Milano Assicurazioni
1208,1951,Calderara di Reno,Consumer goods,Minarelli
1209,1979,Faenza,Consumer goods,Minardi
1210,1953,Varese,Consumer goods,Missoni
1211,1993,Milan,Consumer goods,Miu Miu
1212,1945,Abbiategrasso,Consumer goods,Mivar
1213,1959,Milan,Industrials,Moby Lines
1214,1964,Milan,Consumer goods,Momo
1215,1929,Manerbio,Consumer goods,Mondial
1216,1969,Giavera del Montello,Consumer goods,Moon Boot
1217,1960,Pesaro,Consumer goods,Morbidelli
1218,1925,Turin,Consumer goods,Moretti Motor Company
1219,1983,Milan,Consumer goods,Moschino
1220,1979,Trento,Consumer goods,Moser Cicli
1221,1921,Mandello del Lario,Consumer goods,Moto Guzzi
1222,1937,Bologna,Consumer goods,Moto Morini
1223,?,Bergamo,Consumer goods,Moto Rumi
1224,1949,Pesaro,Consumer goods,Motobi
1225,1899,Montechiarugolo,Consumer goods,Mutti
1226,1945,Varese,Consumer goods,MV Agusta
1227,1932,Turin,Consumer goods,Nardi
1228,1959,Santeramo in Colle,Consumer goods,Natuzzi
1229,2001,Somma Lombardo,Consumer services,Neos
1230,1895,Turin,Industrials,New Holland Construction
1231,1972,Bergamo,Consumer goods,Nolan
1232,1939,Giavera del Montello,Consumer goods,Nordica
1233,1984,Monticelli Brusati,Consumer goods,Novarossi
1234,1999,Pace del Mela,Industrials,Nuova Cometra
1235,1982,Milan,Financials,Nuovo Banco Ambrosiano
1236,1947,San Lazzaro di Savena,Consumer goods,OSCA
1237,1918,Milan,Industrials,Officine Meccaniche
1238,1982,Cesena,Technology,Olidata
1239,1908,Ivrea,Consumer goods,Olivetti
1240,1925,Bologna,Consumer goods,OMAS
1241,1973,Ronco Scrivia,Consumer goods,OMP Racing
1242,2003,Roveredo in Piano,Technology,Onda Mobile Communication
1243,1965,Verolengo,Consumer goods,Osella
1244,1958,Cormano,Consumer goods,Ostoni
1245,1905,Rome,Industrials,OTO Melara
1246,1971,San Martino di Lupari,Consumer goods,OZ Group
1247,1992,San Cesario sul Panaro,Consumer goods,Pagani
1248,1980,Vicenza,Consumer goods,Pal Zileri
1249,1860,Milan,Consumer goods,Panerai
1250,1994,Modena,Consumer services,Panini Comics
1251,1961,Collecchio,Consumer goods,Parmalat
1252,1957,Arzano,Industrials,Partenavia
1253,1958,Settimo Milanese,Consumer goods,Paton
1254,1949,Arcore,Consumer goods,Peg Perego
1255,1957,Brescia,Industrials,Perazzi
1256,2001,Lainate,Consumer goods,Perfetti Van Melle
1257,1983,Viareggio,Industrials,Perini Navi
1258,1973,Vittorio Veneto,Industrials,Permasteelisa
1259,1792,Gallarate,Consumer goods,Peroni S.p.A.
1260,1917,Agordo,Consumer goods,Persol
1261,1907,Perugia,Consumer goods,Perugina
1262,1884,Genoa,Industrials,Piaggio Aerospace
1263,1884,Pontedera,Consumer goods,Piaggio
1264,1952,Treviso,Consumer goods,Pinarello
1265,1930,Cambiano,Consumer goods,Pininfarina
1266,1872,Milan,Consumer goods,Pirelli
1267,1947,Milan,Consumer goods,Pogliaghi
1268,1983,Venice,Consumer goods,Police
1269,1981,Rome,Consumer services,Poste Air Cargo
1270,1862,Rome,Industrials,Poste italiane
1271,1913,Milan,Consumer goods,Prada
1272,1901,Milan,Consumer goods,Prinetti & Stucchi
1273,2011,Milan,Industrials,Prysmian Group
1274,1924,Rome,Consumer services,RAI
1275,1927,Parabiago,Consumer goods,Rancilio
1276,1936,Milan,Consumer goods,Ray-Ban
1277,1927,Milan,Consumer services,RCS MediaGroup
1278,1958,Prato,Consumer goods,Rifle
1279,1831,Pozzuolo del Friuli,Industrials,Rizzani de Eccher
1280,1972,Turin,Consumer goods,Sabelt
1281,1981,Bologna,Consumer goods,Saeco
1282,1934,Padua,Consumer goods,Safilo
1283,2014,Milan,Industrials,Salini Impregilo
1284,1928,Florence,Consumer goods,Salvatore Ferragamo S.p.A.
1285,1899,San Pellegrino Terme,Consumer goods,San Pellegrino
1286,1962,Sarroch,Oil & gas,Saras S.p.A.
1287,1965,Milan,Consumer goods,Seleco
1288,2013,Rome,Industrials,Selex ES
1289,1966,Milan,Consumer goods,Sergio Rossi
1290,2001,Venice,Consumer goods,Shy
1291,1952,Cologno Monzese,Technology,Siae Microelettronica
1292,1915,Sesto Calende,Industrials,SIAI-Marchetti
1293,2003,Trieste,Technology,Sicom test
1294,1957,Pomezia,Health care,Sigma-Tau
1295,1948,Colleferro,Industrials,Simmel Difesa
1296,1948,Guastalla,Consumer goods,Smeg
1297,1941,San Donato Milanese,Utilities,Snam
1298,1958,Naples,Industrials,SNAV
1299,1862,Rome,Financials,SocietÃ  Generale Immobiliare
1300,1904,Turin,Consumer goods,SocietÃ  Torinese Automobili Rapid
1301,1969,Cesena,Industrials,Soilmec
1302,1973,Lugo,Consumer goods,Somec
1303,1977,Volpiano,Consumer goods,Sparco
1304,1976,Volpiano,Technology,SPEA
1305,1997,Inverigo,Consumer goods,Suomy
1306,1911,Turin,Consumer goods,Superga
1307,1948,Gardone Val Trompia,Industrials,Tanfoglio
1308,1945,Milan,Conglomerates,Techint
1309,1983,Cesena,Consumer goods,Technogym
1310,2015,Modena,Consumer goods,Terra Modena
1311,1936,Naples,Industrials,Tirrenia
1312,1920,Sant'Elpidio a Mare,Consumer goods,Tod's
1313,1911,Milan,Consumer goods,Trussardi
1314,1938,Livorno,Consumer goods,Tuaca
1315,2003,Bergamo,Financials,UBI Banca
1316,1998,Porta Nuova,Financials,UniCredit
1317,1963,Bologna,Financials,Unipol
1318,1926,Arezzo,Consumer goods,UnoAErre
1319,1960,Milan,Consumer goods,Valentino SpA
1320,1978,Milan,Consumer goods,Versace
1321,1946,Pontedera,Consumer goods,Vespa
1322,1948,Lugo,Industrials,VF Venieri
1323,1922,Pescara,Consumer goods,Viberti
1324,1937,Albizzate,Consumer goods,Vibram
1325,1948,Turin,Industrials,Vignale
1326,1969,Mondaino,Consumer goods,Viscount
1327,1947,Cento,Consumer goods,VM Motori
1328,1879,Torre Annunziata,Consumer goods,Voiello
1329,2001,Coriano,Consumer goods,Vyrus
1330,1959,Milan,Industrials,Webuild
1331,1906,Rossano Veneto,Consumer goods,Wilier Triestina
1332,2015,Milan,Consumer services,YOOX Net-a-Porter Group
1333,1919,Rho,Industrials,Zagato
1334,1906,Bresso,Health care,Zambon
1335,1966,Vicenza,Consumer goods,Zamperla
1336,1916,Pordenone,Consumer goods,Zanussi
1337,1982,Dublin,Consumer services,Abrakebabra
1338,1982,Dublin,Consumer services,Abrakebabra Investments
1339,1989,Dublin,Industrials,Accenture
1340,1936,Dublin,Consumer services,Aer Lingus
1341,2010,Dublin,Consumer services,Aer Lingus Regional
1342,2006,Dublin,Industrials,AerCap
1343,1999,Dublin,Consumer services,Aircoach
1344,1997,Dublin,Utilities,Airtricity
1345,1966,Dublin,Financials,Allied Irish Banks
1346,1984,Dublin,Industrials,An Post
1347,2006,Dublin,Consumer services,Apache Pizza
1348,1994,Dublin,Industrials,Aptiv
1349,1843,Dublin,Consumer services,Arnotts
1350,1976,Dublin,Technology,Baltimore Technologies
1351,1783,Dublin,Financials,Bank of Ireland
1352,1901,Cork,Consumer goods,Barry's Tea
1353,1840,Dublin,Consumer services,Bewley's
1354,1946,Newbridge,Utilities,Bord na MÃ³na
1355,1989,Dundalk,Consumer services,Boylesports
1356,1990,Dublin,Telecommunications,BT Ireland
1357,1987,Dublin,Consumer services,Bus Ãireann
1358,1932,Dublin,Consumer goods,Butlers Chocolates
1359,1963,Dublin,Consumer services,BWG Foods
1360,1852,Dublin,Consumer goods,C&C Group
1361,1943,Dublin,Financials,Central Bank of Ireland
1362,1945,Dublin,Consumer services,CIÃ
1363,1992,Dublin,Consumer services,CityJet
1364,1989,Dublin,Consumer services,Communicorp
1365,2007,Dublin,Health care,Covidien
1366,1936,Dublin,Industrials,CRH plc
1367,1990,Dublin,Technology,CÃºram Software
1368,1937,Dublin,Consumer services,DAA
1369,1976,Dublin,Industrials,DCC Plc
1370,2011,Dublin,Consumer services,Dealz
1371,1997,Dundalk,Telecommunications,Digiweb
1372,2001,Laghey,Consumer services,Doolittles
1373,1987,Dublin,Consumer services,Dublin Bus
1374,1944,Dublin,Consumer services,Dunnes Stores
1375,1911,Dublin,Conglomerate,Eaton Corporation
1376,1819,Dublin,Consumer services,Eason & Son
1377,1935,Dublin,Financials,EBS
1378,1989,Dublin,Consumer services,Eddie Rocket's
1379,2005,Dublin,Consumer goods,EDUN
1380,1999,Dublin,Telecommunications,Eir
1381,1990,Dublin,Consumer services,Eir Sport
1382,1998,Belfast,Utilities,Energia Group
1383,2005,Cork,Utilities,EQTEC
1384,1976,Cork,Utilities,Ervia
1385,1927,Dublin,Utilities,ESB Group
1386,1996,Dublin,Financials,Experian
1387,1969,Dublin,Financials,FBD Holdings
1388,1993,Dublin,Technology,FINEOS
1389,1991,Belfast,Financials,First Trust Bank
1390,1986,Dublin,Consumer services,Four Star Pizza
1391,1888,Dublin,Consumer goods,Fyffes
1392,1997,Kilkenny,Consumer goods,Glanbia
1393,1973,Dublin,Consumer goods,GlenDimplex
1394,2008,Dublin,Consumer services,GoCar
1395,1991,Dublin,Consumer goods,Greencore
1396,1971,Dublin,Consumer services,Guineys
1397,1759,Dublin,Consumer goods,Guinness
1398,1998,Dublin,Technology,Havok
1399,1946,Dublin,Consumer services,Heatons
1400,2005,Dublin,Consumer services,Horizon Therapeutics
1401,1987,Dublin,Consumer services,IarnrÃ³d Ãireann
1402,1904,Dublin,Consumer services,Independent News & Media
1403,1997,Dublin,Consumer services,Insomnia Coffee Company
1404,1989,Leixlip,Technology,Intel Ireland
1405,1991,Dublin,Technology,IONA Technologies
1406,1994,Dublin,Consumer services,Irish Citylink
1407,1972,Dublin,Industrials,Irish Continental Group
1408,1992,Dublin,Industrials,Irish Ferries
1409,1885,Cork,Industrials,Johnson Controls
1410,1973,Dublin,Financials,KBC Bank Ireland
1411,1972,Tralee,Consumer goods,Kerry Group
1412,1966,Dublin,Industrials,Kingspan Group
1413,1997,Little Island,Financials,Laya Healthcare
1414,2004,Dublin,Telecommunications,Magnet Networks
1415,1973,Derrylin,Industrials,Mannok
1416,1949,Dublin,Health care,Medtronic
1417,1998,Dublin,Telecommunications,Meteor
1418,1973,Belfast,Consumer services,Metro
1419,1876,Cork,Consumer services,Musgrave Group
1420,1987,Dublin,Consumer services,National Lottery
1421,1967,Belfast,Consumer services,NI Railways
1422,1998,Dublin,Technology,Norkom
1423,1991,Belfast,Utilities,Northern Ireland Electricity
1424,1967,Belfast,Consumer services,Northern Ireland Transport Holding Company
1425,1978,Dublin,Utilities,NTR plc
1426,1927,Letterkenny,Consumer goods,Oatfield
1427,1988,Dublin,Consumer services,O'Briens Irish Sandwich Bars
1428,1999,Dublin,Technology,Openet
1429,1988,Dublin,Consumer services,Paddy Power
1430,1953,Granard,Consumer goods,Pat the Baker
1431,1884,Dublin,Financials,Permanent TSB
1432,1962,Dublin,Consumer services,Penneys
1433,1994,Dublin,Financials,Rabobank Ireland
1434,1960,Dublin,Consumer services,RaidiÃ³ TeilifÃ­s Ãireann
1435,1985,Dublin,Consumer services,Ryanair
1436,1986,Dublin,Health care,Shire
1437,1989,Dublin,Telecommunications,Smart Telecom
1438,1934,Dublin,Consumer goods,Smurfit Kappa
1439,1986,Galway,Consumer services,Smyths
1440,2014,Dublin,Consumer services,Stobart Air
1441,1978,Ballybrit,Consumer services,Supermac's
1442,1968,Cork,Consumer services,SuperValu
1443,2007,Baile na hAbhann,Consumer services,TeilifÃ­s na Gaeilge
1444,1997,Dublin,Consumer services,Tesco Ireland
1445,1990,Derry,Consumer services,The Airporter
1446,1841,Cork,Consumer services,Thomas Crosbie Holdings
1447,2005,Dublin,Telecommunications,Three Ireland
1448,1986,Borrisoleigh,Consumer goods,Tipperary Natural Mineral Water
1449,1997,Dublin,Consumer services,Today FM
1450,1871,Swords,Conglomerate,Trane Technologies
1451,2015,Dublin,Industrials,Transport Infrastructure Ireland
1452,1998,Dublin,Consumer services,Virgin Media Television
1453,1948,Dublin,Health care,UDG Healthcare
1454,1836,Dublin,Financials,Ulster Bank
1455,2006,Derry,Consumer services,Ulsterbus Foyle
1456,1967,Belfast,Consumer services,Ulsterbus
1457,1957,Purcellsinch,Financials,Vhi Healthcare
1458,2005,Dublin,Telecommunications,Virgin Media Ireland
1459,2000,Dublin,Technology,Vizor
1460,1984,Dublin,Telecommunications,Vodafone Ireland
1461,2007,Belfast,Consumer services,Wireless Group
1462,1946,Ballymena,Industrials,Wrightbus
1463,1990,Budapest,Consumer services,ASL Airlines Hungary
1464,1992,Budapest,Consumer services,Association of Hungarian Record Companies
1465,2000,Budapest,Technology,Balabit
1466,1968,Budapest,Consumer services,BKV Zrt.
1467,1969,BÅcs,Consumer goods,Borsod Brewery
1468,1949,Budapest,Basic materials,BorsodChem
1469,1991,Budapest,Consumer services,Budapest Aircraft Service
1470,1992,AlsÃ³nÃ©medi,Consumer services,CBA
1471,2014,Budapest,Consumer services,AMC Networks International Central Europe
1472,1979,Budapest,Financials,CIB Bank
1473,1997,Budapest,Consumer services,Cinema City Hungary
1474,2003,VecsÃ©s,Consumer services,CityLine Hungary
1475,2002,Budapest,Consumer services,CLS Music
1476,1914,Budapest,Consumer services,Corvin Film
1477,2011,BallÃ³szÃ¶g,Industrials,Corvus Hungary
1478,1944,SzigetszentmiklÃ³s,Consumer goods,Csepel
1479,1972,Budapest,Consumer services,Danubius Hotels Group
1480,1991,Budapest,Technology,Digital Reality
1481,1854,Budapest,Consumer goods,Dreher Brewery
1482,1891,Budapest,Industrials,Fegyver- Ã©s GÃ©pgyÃ¡r
1483,1997,Budapest,Financials,FHB Mortgage Bank
1484,1844,Budapest,Consumer goods,Ganz Works
1485,1901,Budapest,Health care,Richter Gedeon Co.
1486,1999,Budapest,Consumer services,Gramy Records
1487,1982,Budapest,Technology,Graphisoft
1488,1910,Budapest,Consumer services,Gundel
1489,1880,GyÅr,Consumer goods,GyÅri Keksz
1490,2002,Budapest,Consumer services,HÃ¡lÃ³zat TV
1491,2006,Miskolc,Consumer goods,Hell Energy
1492,1826,Herend,Consumer goods,Herend Porcelain Manufactory
1493,1924,Budapest,Financials,Hungarian National Bank
1494,1869,Budapest,Industrials,Hungarian State Railways
1495,1951,Budapest,Consumer services,Hungaroton
1496,?,Budapest,Consumer services,Hunnia Film Studio
1497,1895,Budapest,Industrials,Ikarus Bus
1498,1988,Budapest,Financials,International Training Center for Bankers
1499,2000,Debrecen,Technology,Invictus Games
1500,2008,Budapest,Technology,IP Systems
1501,2002,Budapest,Technology,iWiW
1502,1987,Budapest,Financials,K&H Bank
1503,1945,JÃ¡szberÃ©ny,Consumer goods,Lehel
1504,1867,Budapest,Industrials,Magyar Posta
1505,1991,Budapest,Telecommunications,Magyar Telekom
1506,1995,Ajka,Basic materials,MAL Hungarian Aluminium
1507,1956,Budapest,Consumer services,MalÃ©v
1508,1952,Budapest,Consumer services,Match
1509,1950,Budapest,Financials,MKB Bank
1510,1957,Budapest,Oil & gas,MOL Group
1511,2011,Budapest,Consumer services,MTVA
1512,1954,Miskolc,Consumer services,MVK Zrt.
1513,1948,Budapest,Utilities,MVM Group
1514,2005,Budapest,Technology,NeocoreGames
1515,1988,Budapest,Health care,Oncotherm
1516,1998,Budapest,Utilities,Organica Technologies
1517,1913,Budapest,Industrials,Orion Electronics
1518,1949,Budapest,Financials,OTP Bank
1519,1994,TÃ¶rÃ¶kbÃ¡lint,Telecommunications,Pannon
1520,1956,Budapest,Consumer services,Pannonia Film Studio
1521,1994,Budapest,Oil & gas,PanrusgÃ¡z
1522,1848,PÃ©cs,Consumer goods,PÃ©cs Brewery
1523,1869,Szeged,Consumer goods,Pick Szeged
1524,2009,Budapest,Technology,Prezi
1525,2010,Budapest,Industrials,Puli Space Technologies
1526,1896,GyÅr,Consumer goods,RÃ¡ba
1527,2009,Budapest,Technology,Scarab Research
1528,1851,Budapest,Consumer services,State Printing Company
1529,1991,Budapest,Consumer services,SzerencsejÃ¡tÃ©k Zrt.
1530,1989,Budapest,Financials,TakarÃ©kbank
1531,2002,Budapest,Industrials,ThalesNano
1532,1942,MartfÅ±,Consumer goods,Tisza CipÅ
1533,1882,Budapest,Consumer goods,TÃ¶rley
1534,2001,Budapest,Consumer services,Travel Service
1535,1997,Budapest,Financials,TriGrÃ¡nit
1536,1896,Ãjpest,Industrials,Tungsram
1537,?,Budapest,Consumer services,Turner Broadcasting System Hungary
1538,1998,Budapest,Telecommunications,UPC MagyarorszÃ¡g
1539,1938,SzÃ©kesfehÃ©rvÃ¡r,Consumer goods,Videoton
1540,1997,Budapest,Technology,VirusBuster
1541,1999,Budapest,Telecommunications,Vodafone Hungary
1542,2003,Budapest,Consumer services,Wizz Air
1543,2003,Budapest,Technology,Zen Studios
1544,1853,PÃ©cs,Consumer goods,Zsolnay
1545,1790,Budapest,Consumer goods,Zwack
1546,1994,Thessaloniki,Consumer services,4E TV
1547,1889,Chania,Consumer goods,Abea
1548,1861,Patras,Consumer Goods,Achaia Clauss
1549,2012,Athens,Utilities,ADMIE
1550,1987,Athens,Consumer services,Aegean Airlines
1551,2007,Athens,Industrials,Aegean Motorway S.A.
1552,2005,Glyfada,Industrials,Aegean Speed Lines
1553,1949,Marousi,Industrials,Aegek SA
1554,1992,Athens,Financials,Aeolian Investment Fund S.A.
1555,2017,Athens,Consumer services,Air Mediterranean
1556,1939,Athens,Consumer services,Alfa-Beta Vassilopoulos
1557,1858,Thessaloniki,Consumer goods,Allatini
1558,1879,Athens,Financials,Alpha Bank
1559,1987,Athens,Consumer services,Alpha Records
1560,1996,Athens,Consumer services,Alpha TV
1561,1988,Kilkis,Basic materials,ALUMIL Aluminium Industry S.A
1562,1960,Marousi,Basic materials,Aluminium of Greece
1563,2009,Athens,Consumer services,Amjet Executive
1564,1967,Chania,Industrials,ANEK Lines
1565,1989,Athens,Consumer services,ANT1 Group
1566,1989,Athens,Consumer services,ANT1
1567,1935,Athens,Consumer goods,Arapian
1568,1998,Athens,Industrials,Arcadia Shipmanagement
1569,1959,Dordrecht,Industrials,Archirodon
1570,1997,Athens,Technology,Atcom
1571,1876,Athens,Financials,Athens Exchange
1572,1996,Athens,Consumer services,Athens International Airport S.A.
1573,2008,Athens,Consumer services,Athens-Macedonian News Agency
1574,1993,Athens,Consumer services,Athens Mass Transit System
1575,1869,Athens,Consumer services,Athens Metro
1576,2004,Athens,Industrials,Atlas Maritime
1577,1925,Athens,Financials,Attica Bank
1578,1918,Athens,Industrials,Attica Group
1579,1996,Athens,Industrials,Attiki Odos consortium
1580,2003,Athens,Technology,Aventurine SA
1581,1977,Maroussi,Industrials,Avin International
1582,1928,Athens,Financials,Bank of Greece
1583,1969,Thessaloniki,Consumer services,Barbastathis
1584,-,Athens,Consumer services,Bazaar
1585,2011,Athens,Consumer services,Beat
1586,1984,Athens,Industrials,Berios
1587,1976,Tavros,Consumer goods,Bioman
1588,1998,Athens,Consumer services,Black Lotus Records
1589,2008,Heraklion,Consumer services,Bluebird Airways
1590,2000,Athens,Industrials,Blue Star Ferries
1591,1995,Athens,Consumer services,Centric Multimedia
1592,1949,Pireus,Industrials,Ceres Hellenic Shipping Enterprises
1593,2006,Volos,Technology,CERETETH
1594,1971,Chalkis,Industrials,Chalkis Shipyards (Aulida)
1595,1973,Athens,Food & Beveradges,Chipita
1596,1969,Zug,Consumer services,Coca-Cola Hellenic Bottling Company
1597,1999,Patras,Consumer services,Coffee Island
1598,1982,Athens,Consumer services,Compupress
1599,1952,Athens,Industrials,Consolidated Contractors Company
1600,1998,Athens,Telecommunications,Cosmote
1601,1975,Monaco,Industrials,Costamare
1602,1988,Athens,Oil & gas,DEPA
1603,2007,Chalandri,Oil & gas,DESFA
1604,1976,Tavros,Consumer goods,Diana
1605,2009,Athens,Broadcast,Digea
1606,2008,Athens,Consumer services,Digital Union
1607,1990,Rhodes,Industrials,Dodekanisos Seaways
1608,2004,Athens,Industrials,DryShips Inc
1609,2004,Athens,Industrials,EAS
1610,1997,Athens,Industrials,Egnatia Odos S.A.
1611,1960,Lykovrysi,Consumer goods,ELCO
1612,1924,Pilio,Consumer goods,Epsa
1613,1962,Eleusis,Industrials,Elefsis Shipyards
1614,1961,Athens,Basic materials,ELFE
1615,1977,Kifissia,Industrials,Ellaktor
1616,2013,Thessaloniki,Consumer services,Ellinair
1617,2007,Maroussi,Oil & gas,Energean Oil & Gas
1618,1990,Koropi,Consumer services,Open TV
1619,1958,Athens,Consumer goods,Eskimo (Feidakis Group)
1620,1876,Athens,Consumer services,Estia Newspaper S.A.
1621,1971,Athens,Basic materials,ETEM
1622,1990,Athens,Financials,Eurobank Ergasias
1623,1977,Athens,Financials,European Reliance
1624,1990,Athens,Industrials,European Seaways
1625,1917,Maroussi,Industrials,Euroseas
1626,1934,Athens,Consumer goods,Evga S.A.
1627,1980,Galatsi,Utilities,EYDAP
1628,1926,Strassen,Consumer services,Fage
1629,1998,Piraeus,Industrials,Fast Ferries
1630,1994,Athens,Consumer services,FlocafÃ©
1631,1943,Athens,Consumer services,Finos Film
1632,1864,Athens,Consumer goods,Fix Brewery
1633,1982,Athens,Consumer goods,Folli Follie
1634,1995,Athens,Telecommunications,Forthnet
1635,1993,Kifissia,Industrial,Frigoglass
1636,2006,Athens,Consumer services,GainJet Aviation
1637,1982,Athens,Consumer services,Galaxias
1638,1969,Athens,Industrials,GEK Terna
1639,1980,Athens,Industrials,Germanos Group
1640,2011,Andros,Industrials,Golden Star Ferries
1641,1975,Athens,Consumer services,Goody's Burger House
1642,-,Rethymno,Consumer services,Grecotel
1643,2009,Athens,Technology,Greek Internet Exchange
1644,1845,GlashÃ¼tte,Consumer goods,A. Lange & SÃ¶hne
1645,1922,Wiesbaden,Financials,Aareal Bank
1646,1924,Herzogenaurach,Consumer goods,Adidas
1647,1913,Essen,Consumer services,Aldi
1648,1890,Munich,Financials,Allianz
1649,1965,Buchloe,Consumer goods,Alpina
1650,1977,Wesel,Basic materials,Altana
1651,1898,Bochum,Consumer services,Aral AG
