,company_name
723,T & A MUIR LIMITED
724,T & A (NORTH WEST) LTD
725,T & A PARTNERS LTD
726,T & A PIPEWORK LIMITED
727,T & A PRECISION GRINDING CO. LIMITED
728,T & A PRECISION PLASTICS LIMITED
729,T & A PRINTING LIMITED
730,T & A PROPERTIES LIMITED
731,T & A PROPERTIES (BRIGHTON) LTD
732,T & A PROPERTIES LONDON LTD
733,T & A PROPERTY DEVELOPER LTD
734,T & A PROPERTY HOLDINGS LTD
735,T AND A PROPERTY MANAGEMENT LLP
736,T & A PROPERTY SERVICES LIMITED
737,T & A PROPERTY TW LIMITED
738,T. & A. RESIN LTD.
739,T & A RETAILS LTD
740,T & A ROOFING & PROPERTY MAINTENANCE LIMITED
741,T & A SAFETY SERVICES LIMITED
742,T & A SECURITY SERVICES LTD
743,T & A SERVICES (HULL) LIMITED
744,T + A SERVICES UK LTD.
745,T & ASH LTD
746,T & A SHIPPING COMPANY LIMITED
747,T & A SHOE LIMITED
748,T & A SONS LTD
749,T & A TAXIS LIMITED
750,T & A TAXIS (LIVERPOOL) LIMITED
751,T & A TAXIS (THREE) LTD.
752,T & A TAXIS (TWO) LTD.
753,T & A TEASDALE LIMITED
754,T & A TECHNICAL LTD
755,T & A TEXTILES AND HOSIERY LIMITED
756,T & A THOMPSON CARDS LIMITED
757,T & A TRADE LIMITED
758,T & A TRADELINE LTD
759,T & A TRADERS LIMITED
760,T & A TRADING LTD
761,T & A TRANSITION LIMITED
762,T & A UPHOLSTERY SUPPLIES LTD
763,T & A VARLEY LIMITED
764,T & A VENTURES LIMITED
765,T & A VISION LIMITED
766,T & A WILLIAMS PROPERTY LIMITED
767,T AND B AFRICAN FOODS LIMITED
768,T AND B ASSETS LTD
769,T & B BARS LIMITED
770,T & B BLASTING SERVICES LIMITED
771,T & B BUILDERS LIMITED
772,T & B BUILDERS (HOLDINGS) LIMITED
773,T & B BUILDING LTD
774,T & B BUILDING SERVICES LTD
775,T & B CAKECRAFT LTD
776,T & B CAPITAL LLP
777,T & B CONCRETE LIMITED
778,T & B CONSULT LTD
779,T & B CONSULTING LIMITED
780,T. & B. CONTAINERS LIMITED
781,T. & B. CONTAINERS HOLDINGS LTD
782,T & B (CONTRACTORS) LIMITED
783,T & B (CONTRACTORS) HOLDINGS LIMITED
784,T & B DANTER LEISURE LTD
785,T & B DEVELOPMENT GROUP LTD
786,T AND B ELECTRICIANS LTD
787,T & B ENGINEERING LIMITED
788,T & B EVENTS AND TOURING SERVICES LTD
789,T & B EVENTZ LTD
790,T & B FOOTWEAR LIMITED
791,T & B FURNISHERS LTD
792,T & B INITIATIVE
793,T & B INTERNATIONAL CONSULTANTS LTD
794,T & B INVESTMENT PROPERTIES LTD
795,T & B INVESTMENTS LIMITED
796,T & B LAW LIMITED
797,T & B LEE LTD
798,T & B LEISURE LTD
799,T AND B LEISURE2021 LTD
800,T AND B LOGISTICS LIMITED
801,T & B MCKENNA LTD
802,T & B MECHANICAL SERVICES LIMITED
803,T & B NETWORK SERVICES LIMITED
804,T & B PACKAGING LTD
805,T & B PRESTIGE PRESSURE WASH LTD
806,T & B PROPERTIES LIMITED
807,T & B PROPERTIES (YORKSHIRE) LLP
808,T & B PROPERTY MAINTENANCE LTD
809,T & B RECYCLING AND SKIP HIRE LTD
810,T & B TRADING COMPANY LTD
811,G LIMITED
812,G T SOLUTIONS LIMITED
813,GRUBER GMBH & CO K G
814,G F HOLDINGS LIMITED
815,AUTOMOTIVE TRANSFORMATION GROUP LIMITED
816,AZETS G & E PROFESSIONAL SERVICES LIMITED
817,BEECHWOOD HOUSE ASSOCIATES LTD
818,BELL CIVIL ENGINEERING LIMITED
819,BRANTIER LIMITED
820,BRITT GROUP LTD
821,DENTAL WORLD CORNWALL LTD.
822,DJAJA HOLDINGS LIMITED
823,E G R INTERIORS LIMITED
824,EMPIRE EXPRESS ENTERPRISE LTD
825,G A ALLIANCE EUROPE LTD
826,G A & D DIGITAL INFORMATION LTD
827,GA & G FIX LTD
828,G A & J DEVELOPMENTS LIMITED
829,G A & R C DETAILING LTD
830,G A & S HOLDINGS LIMITED
831,G A A P REAL ESTATE LIMITED
832,G A ARCHITECTURAL LIMITED
833,G. A. ASSEMBLY LIMITED
834,G A AUTOCENTRE LIMITED
835,G A AUTOMOTIVE LIMITED
836,G A BARNETT ASSOCIATES LIMITED
837,G A B AUTOMOTIVE LTD
838,G. ABBOTT & CO. LIMITED
839,G. ABBOTT & COMPANY (HOLDINGS) LIMITED
840,G ABBOTT & SONS LIMITED
841,G ABBOTT & SONS HOLDINGS LIMITED
842,G ABBOTT ELECTRICAL LTD
843,G A B CARPENTRY LTD
844,G ABDULLAH LIMITED
845,G ABELLA (INSTALLATION AND MAINTENANCE ENGINEERS) LIMITED
846,G A BELT LIMITED
847,GABI G DELIVERY LTD
848,G. A. BLAND LIMITED
849,G A BODYWORK LIMITED
850,G A BOWER LIMITED
851,G. A. BRAND DESIGN LIMITED
852,GABRIEL & G LTD
853,G A BRITTAIN (RADIO) LIMITED
854,G A BROWN ASSOCIATES LIMITED
855,G A BUILDING MAINTENANCE LTD
856,G A BUILDING SERVICES LIMITED
857,G A BURT PROPERTY MANAGEMENT LIMITED
858,G. A. BUTLER & SONS LIMITED
859,G A CANNELL MEMORIALS LIMITED
860,G A CARERS FRANCHISES LTD
861,G A CARERS GROUP LIMITED
862,G A CARPENTRY LIMITED
863,G A CARS LIMITED
864,G A CARS SOUTH LTD
865,G A CARTER (1998) LIMITED
866,G ACCELERATION LIMITED
867,G ACCESS SOLUTIONS LIMITED
868,G A C CIVALS LTD
869,G ACCOUNTANCY SERVICES LIMITED
870,G ACCOUNTANT LTD
871,G A C ELECTRICAL LTD
872,G A CHAUFFEURS LTD
873,G A CIVILS LTD
874,G ACKERLEY LIMITED
875,G A CLARKE ASSOCIATES LLP
876,G A COCHRANE CONSTRUCTION LIMITED
877,G A COLOUR LIMITED
878,G A COMMERCE LTD
879,G A COMMERCIALS LIMITED
880,G A COMMUNICATIONS UK LTD.
881,G A CONSTRUCTION & UTILITIES LLP
882,G A CONSTRUCTION BATH LIMITED
883,G A CONSTRUCTION GROUP LTD
884,G A CONSTRUCTION MATTERS LIMITED
885,G. A. CONSTRUCTIONS LTD
886,G A CONTRACTING LTD
887,G A CONTRACTORS LIMITED
888,G A COOKE ELECTRICAL LTD
889,G A COOPER PROPERTIES 2017 LIMITED
890,G A COOPER PROPERTIES 2020 LIMITED
891,G A CREATIVE LTD
892,G A CUMBRIA LTD
893,G A D A M B A LIMITED
894,G. ADAMS CONSTRUCTION LIMITED
895,G ADAMS CONSULTANCY LTD
896,G ADAMS NDT TESTING LIMITED
897,G ADAMSON FLOORING LTD
898,G ADAMS TRADING LTD
899,G A DAVIDSON LIMITED
900,G A DAVIES LIMITED
901,G A DAVIS CONSULTANCY LTD
902,G A DEAN LIMITED
903,G ADEKUNLE PLUMBING LTD
904,G ADELAJA LIMITED
905,G. A. D. ESTATES LIMITED
906,G A DEVELOPMENTS LIMITED
907,G A DILLON SERVICES LIMITED
908,G A DOBLE (CIVIL ENGINEERING) LIMITED
909,G A DOOLEY LIMITED
910,G ADORMEO LTD
911,G A DOT LTD
912,G ADRIAN LTD
913,G A D TRANSPORT LIMITED
914,G A DUNCAN LTD
915,G ADVENTURES LIMITED
916,G ADVISORS LIMITED
917,G A EARTHWORKS LTD
918,G A ELECTRICAL CONTRACTOR (SOUTH WEST) LIMITED
919,G A ELECTRICAL (NW) LIMITED
920,G. A. ELECTRICAL SERVICES UK LIMITED
921,P LIMITED
922,P & A INVESTMENTS LIMITED
923,P & A KLEDRA LIMITED
924,ACORN ELECTRICAL AND HOME IMPROVEMENT LTD
925,AMBRO TRANSPORT & RECOVERY LTD
926,AYUSHKA LTD
927,BYRNE CONSTRUCTION LTD
928,CHP PROPERTY LTD
929,CITY & COUNTRY BRAMSHILL LETTINGS LTD
930,CTS NORTHERN PARKING LTD
931,DICKSON TIMBER LTD
932,DYNAMIC EFFICIENCY LTD
933,EAZYLAY CONCRETE LIMITED
934,GENERAL MANAGEMENT & CONSULTANCY LTD
935,GODFREY INVESTMENT GROUP LIMITED
936,INSIGHT CONCIERGE SERVICES LIMITED
937,JAY & S CONSTRUCTION LTD
938,JOE LEDLEY FOOTBALL ACADEMY LIMITED
939,LSAA LIMITED
940,MELLOR'S CONSULTANCY LTD
941,MIDLANDS UTILITIES LTD
942,MRS M'S SWEETS LTD
943,{N}.BORA LIMITED
944,NEWPORT MOTOR COMPANY LIMITED
945,N P&G CONSTRUCTION LTD
946,P AND CO LLP
947,P A A CONSTRUCTION LTD
948,P A & C A MEDICAL LTD
949,P A & J K KAMMER
950,P. A. AND J. O. LAWLEY (PROPERTIES) LIMITED
951,P A & S C TURNER LIMITED
952,P A & SON'S LTD
953,P A ARDEN & SON LIMITED
954,P A ARMSTRONG LIMITED
955,P A  ASK PROPERTIES LIMITED
956,P A ASSET MANAGEMENT LLP
957,P A ASSIST SERVICES LIMITED
958,P A AURORA LTD
959,P. A. BAKER DECORATORS LIMITED
960,P A B & SON LIMITED
961,P. A. BARHAM LIMITED
962,P A  BARTHOLOMEW LIMITED
963,P ABBOTT LIMITED
964,P A B CARS LTD
965,P A B DENTAL CARE LIMITED
966,P A BEAUMONT LIMITED
967,P A BEE LTD
968,P A BISHOP & CO LIMITED
969,P A BLACKBURN LIMITED
970,P A BLEVINS & CO LTD
971,P A BLEVINS & SONS LTD
972,P A B MANAGEMENT LIMITED
973,P A B MORTGAGES LTD
974,P A B PROJECT ENGINEERING LTD.
975,P ABRAHAM & SON LIMITED
976,P. ABRAHAM (BUILDERS) LIMITED
977,P A BRISTOW LIMITED
978,P A BROCK LTD
979,P A BROOKS LTD
980,P A BROWN & COMPANY LTD
981,P A BURKE ADMINISTRATION SERVICES LTD
982,P A BUTLER PLASTERING LIMITED
983,P A B VENTURES LTD
984,P A CAPITAL LIMITED
985,P A CARE AND DOM SERVICES LIMITED
986,P A CARE SERVICES LIMITED
987,P. A. CAREY SERVICES LIMITED
988,P A CAR HIRE LTD
989,P A CARNEY CONSULTING LTD
990,P A CARR LTD
991,P A CASSIDY (MECHANICAL SERVICES) LIMITED
992,P A CATERING LIMITED
993,P A C C LIMITED
994,P A C CONSTRUCTION SERVICES LTD
995,P ACCOUNTS LTD
996,P A C FAMILY SERVICES LIMITED
997,P A C GROUNDWORKS LIMITED
998,P A CHAMBERS & ASSOCIATES LIMITED
999,P A CHILDCARE LTD
1000,P A CHIP SHOP LTD
1001,P A CLARK LTD
1002,P A C MANAGEMENT COMPANY (EXETER) LIMITED
1003,P A C MANUFACTURING LIMITED
1004,P. A. C. METALS & WASTE LIMITED
1005,P A COBB LIMITED
1006,P A COCKMAN LTD
1007,P A COLLINGS LIMITED
1008,P A COLLINS BRICKWORK LTD
1009,P A COLLINS (FARRIER) LIMITED
1010,P A COLYER LIMITED
1011,P A COMMS LIMITED
1012,P A COMMUNICATIONS LIMITED
1013,P A CONNEELY CONSTRUCTION LTD
1014,P A CONSULTANTS LIMITED
1015,P A CONTRACTS LTD
1016,P A COOK & CO (HIGH WYCOMBE) LTD
1017,P A COOKSON LIMITED
1018,P. A. COURIERS LIMITED
1019,P A COX TRADING LIMITED
1020,P A C RAIL LTD
1021,P A CREATIVE LTD
1022,P A CREATIVE TECHNICAL LTD
1023,P A CREMIN LTD
1024,P A CROCKER LIMITED
1025,P. A. CROWE LIMITED
1026,P A CROWTHER TRANSPORTATION LIMITED
1027,P A C T CONSTRUCTION CONSULTANCY LIMITED
1028,P A C TRANSPORT LTD
1029,P ACUPUNCTURE LTD
1030,P A DALE
1031,P ADAMS DEVELOPMENTS LIMITED
1032,P ADAMS INSTALLATIONS LTD
1033,P ADAMS ROOFING LTD
1034,P A DAVIES ELECTRICAL LIMITED
1035,P ADDISON MEDICAL LIMITED
1036,P. ADDISON REMOVALS LTD
1037,P ADENIRAN CONSULTING LIMITED
1038,P A DENTAL LAB SERVICES LTD
1039,P A DESIGNS ARCHITECTS LTD
1040,P. A. DEVLYN (FINANCIAL SERVICES) LTD
1041,P A DHALIWAL PROPERTY LIMITED
1042,P A DODD LTD
1043,P A DODMAN BUILDING SERVICES LTD
1044,P ADRIAN LTD
1045,P A DUXBURY LIMITED
1046,P A E LIMITED
1047,P A EDGAR PLUMBING & HEATING LTD
1048,P A EDWARDS LIMITED
1049,P A EDWARDS SURFACING LIMITED
1050,P A ELECTRICAL AND CONTROLS LTD
1051,P A ELECTRICAL (GRIMSBY) LIMITED
1052,P A ELECTRICAL (HERTS) LTD
1053,P A ELECTRICAL (MIDLANDS) LIMITED
1054,P A ELECTRICAL SERVICES (MIDLANDS) LTD
1055,P A ENTERPRISES LIMITED
1056,P A ENVIRONMENTAL SERVICES LIMITED
1057,P A ESLICK LIMITED
1058,P A EVANS LIMITED
1059,P A EVANS ELECTRICAL LIMITED
1060,P A EXCAVATIONS LIMITED
1061,P A FENCING LIMITED
1062,P A F ENGINEERING SERVICES LIMITED
1063,P A FINEBERG LIMITED
1064,P A FIRE LIMITED
1065,P A FIRE AND SECURITY LTD
1066,P A FISHER AND SON LTD
1067,P A FLOORING LTD
1068,P A F MEDIA SALES LIMITED
1069,P A FORESTRY & RURAL SERVICES LTD
1070,P AFRO-FUSION BBQ LTD
1071,P A FUNERALS LIMITED
1072,P A GARDENS AND LANDSCAPING LTD
1073,P A GAURANTEED LIMITED
1074,P A G BUILDERS LIMITED
1075,P A GEDDES CONSULTANCY LTD
1076,P A G ELECTRONICS LIMITED
1077,P A GENERAL BUILDING SERVICES LIMITED
1078,P A GIBBONS LIMITED
1079,P A GIBSON ENGINEERING SERVICES LIMITED
1080,P A GITTINS LIMITED
1081,P A G KITCHEN INSTALLATIONS LIMITED
1082,P A G LEISURE LIMITED
1083,P A GOOCH LIMITED
1084,P A GOODMAN LTD
1085,P. A. GOTTS LIMITED
1086,P. A. GOUDIE CONSULTANCY LIMITED
1087,P A GOUGH PAINTING CONTRACTORS LIMITED
1088,P A GREEN BRICKWORK LIMITED
1089,P A GREEN ELECTRICAL LIMITED
1090,P. A GREENER LIMITED
1091,P A GREEN PROPERTIES LIMITED
1092,P A GREIG LTD.
1093,P. AGUILA HEALTHCARE SERVICES LIMITED
1094,P A HAMBLING LIMITED
1095,P A HANLAN LTD
1096,P A HANNAH HEATING AND PLUMBING LIMITED
1097,P A HARAN ELECTRICAL CONTRACTORS LIMITED
1098,P A HARPER ASSOCIATES LIMITED
1099,P A HARRIS LTD
1100,P A HAUALGE LIMITED
1101,P A H CARPENTRY & JOINERY LTD
1102,P A H CONSTRUCTION LTD
1103,P A HEIGHTON LTD
1104,P A HENERY LTD
1105,P AHERN CONSULTING LTD
1106,P A HIRE LIMITED
1107,P A HOME SERVICES LTD
1108,P A HOOLEY LIMITED
1109,P. A. HOWETT LIMITED
1110,P A H PLUMBING & HEATING LTD
1111,P A H TRADING LIMITED
1112,P A HYDRAULICS (N.E.) LTD
1113,P AIKEN LIMITED
1114,P A IMPEY LTD
1115,P. AINLEY JOINERY LTD
1116,P A INSTALLATIONS LTD
1117,P A INVESTMENTS LIMITED
1118,P A INVESTMENT SOLUTIONS LIMITED
1119,P AIREY TAIL LIFTS LIMITED
1120,P A JACKMAN CARPENTRY LIMITED
1121,P. A. JAMES LTD
1122,P A J CONSULTANTS LTD
1123,P A JESSOP LIMITED
1124,P .A. JEWELLERY LIMITED
1125,P A JOHNSON TRANSPORT LOGISTICS LTD
1126,P A JOINERY AND BUILDING CONTRACTORS LIMITED
1127,P A JOLLY LIMITED
1128,P A JONES LIMITED
1129,P A JONES (IVYBRIDGE) LLP
1130,P A JONES (PARTNERS) LLP
1131,P. A. JONES RADIOLOGICAL SERVICES LIMITED
1132,P A J PROPERTY AGENCY LIMITED
1133,P A J PROPERTY SOLUTIONS LTD
1134,P A K CONSULTANTS LIMITED
1135,P A KEEP LIMITED
1136,P AKENZUA LIMITED
1137,P AKERS FLOORING LTD
1138,P AKHTAR LTD
1139,P A KILBY ENTERPRISES LIMITED
1140,P. A. KNIGHT BUILDERS LIMITED
1141,P. A. K. O. HUI LTD
1142,P A K SERVICES LTD
1143,P A LAMBERT LIMITED
1144,P ALBERT MANAGEMENT COMPANY LIMITED
1145,P ALDERMAN LTD.
1146,P A LETTINGS LIMITED
1147,P A LEVERTON LTD
1148,P. A. L. GLASS MACHINERY LIMITED
1149,P ALI TRANSPORT LTD
1150,P.  ALLEN LIMITED
1151,P ALLEN BUILDERS LIMITED
1152,P ALLEN DECORATING LTD
1153,P ALLEN MANAGEMENT LTD
1154,P ALLEN PLASTERING CONTRACTORS LTD
1155,P. ALLEN SERVICES LIMITED
1156,P. ALLISON & SONS (DEMOLITION CONTRACTORS) LIMITED
1157,P. A. L. MANAGEMENT LIMITED
1158,PALMER P LTD
1159,P A LOGISTICS T/A ST JAMES HOME IMPROVEMENTS LTD
1160,P A LONDON LTD.
1161,P ALSOP LOGISTICS LIMITED
1162,P A MARTIN CONSTRUCTION LTD
1163,P A MATTHEWS & CO LIMITED
1164,P. AMBROSCH LIMITED
1165,P. A. M. CONSULTANTS LTD
1166,P A M DEVELOPMENTS LIMITED
1167,P A MEADE LTD
1168,P A MECHANICAL LIMITED
1169,P A MICHEL LIMITED
1170,P A MOODY RECYCLING LIMITED
1171,P. A. M. SOFTWARE LIMITED
1172,P A MURPHY LIMITED
1173,P A MURPHY CARPENTRY LTD
1174,P & A COMPANY LIMITED
1175,P & A ADAMS (HOMES) LTD
1176,P & A ADVERTISING AND MARKETING LTD
1177,P & A AGENCIES LIMITED
1178,P & A ANDERSON LIMITED
1179,P. & A. ANTIQUES LIMITED
1180,P & A ASSOCIATES LIMITED
1181,P & A AUDIO VISUAL LTD
1182,P & A AUTOMOTIVE SERVICES LTD
1183,P & A BAKERY LIMITED
1184,P & A BARRATT LIMITED
1185,P & A BARTON LIMITED
1186,P & A BRICKWORK LIMITED
1187,P. & A. BROWN (CARDON)
1188,P AND A CABS LIMITED
1189,P. & A. CAMPBELL LIMITED
1190,P & A CARPENTRY LTD
1191,P & A CARPENTRY AND JOINERY LTD
1192,P & A CATERING GROUP LTD
1193,P & A CHOLWILL LIMITED
1194,P & A COMMERCIALS (WALES) LTD
1195,P & A CONSTRUCTION CO. LTD
1196,P & A CONSTRUCTION BUILDING SERVICES LIMITED
1197,P & A CONSTRUCTION (CAMBRIDGE) LIMITED
1198,P AND A CONSTRUCTION GROUP LIMITED
1199,P & A CONSTRUCTION SOLUTIONS LTD
1200,P & A CONSULTANCY CYMRU LIMITED
1201,P & A CONSULTING (BRISTOL) LIMITED
1202,P & A CONTRACTORS LIMITED
1203,P & A CONTRACTS LTD
1204,P & A CONTRACTS (UKI) LTD
1205,P & A CROFT (FARMERS) LIMITED
1206,P & A CROSS INVESTMENTS LTD
1207,P & A CUTHBERTSON LTD
1208,P & A C WHITFIELD DRIVER SOLUTIONS LIMITED
1209,P & A DEVELOPMENTS (DEVON) LTD
1210,P & A DEVELOPMENTS (LONDON) LTD
1211,P & A EARTH SOLAR PROJECT LTD
1212,P & A ELECTRICAL CONTRACTORS LIMITED
1213,P & A ELECTRICAL SERVICES LIMITED
1214,P & A ENGINEERING CONSULTANTS LIMITED
1215,P & A ENVIRONMENTAL LIMITED
1216,P & A ESTATE CONTROL LLP
1217,P & A ETTLES & SON TIMBER HARVESTING LTD.
1218,P & A EVENTS LIMITED
1219,P AND A EYECARE LIMITED
1220,P & A FAIRHURST LIMITED
1221,P & A FARMING LIMITED
1222,P & A FARREN LTD
1223,P AND A FENCING AND SHEDS LIMITED
1224,P & A FRANCIS PROPERTIES LIMITED
1225,P & A FRUIT LIMITED
1226,P & A GAS SERVICES LIMITED
1227,P & AG CONSULTING LIMITED
1228,P & A GELL-RATHBONE LTD
1229,P & A GLAZING CONTRACTORS LIMITED
1230,P & A GLOBAL LTD
1231,P & A GREY LIMITED
1232,P & A GRIEVE
1233,P & A GROUNDS MAINTENANCE LIMITED
1234,P & A GROUNDWORKS LIMITED
1235,P & A GROUP INVESTMENTS LIMITED
1236,P & A HANNIGAN LIMITED
1237,P & A HARRISON LTD
1238,P & A HARRISON BUILDERS LIMITED
1239,P & A HAYWARD LIMITED
1240,P & A HENDERSON LIMITED
1241,P & A HERITAGE LTD
1242,P AND A HODGES LIMITED
1243,P & A HOLDINGS (NW) LIMITED
1244,P & A HOLDINGS (UK) LIMITED
1245,P & A HOME MATE LTD
1246,P & A HURST HOLDINGS LIMITED
1247,P & A HYDRAULICS LIMITED
1248,P & A IMAGING LIMITED
1249,P & A INSOLVENCY SERVICES LIMITED
1250,P & AJ LIMITED
1251,P & A J CATTEE (WHOLESALE) LTD.
1252,P & A JENNINGS HOLDINGS LIMITED
1253,P AND A JEWELLERS LIMITED
1254,P AND A JOINERY LIMITED
1255,P & A JORDAN INVESTMENTS LTD
1256,P. & A.J. PICKUP LIMITED
1257,P & A KENNEDY LIMITED
1258,P & A KING BROTHERS AGRICULTURE LTD
1259,P & A LAMB CONSULTING LTD
1260,P & A LAND LTD
1261,P & A LAND DEVELOPMENTS LIMITED
1262,P & A LEGACY HOLDING LTD
1263,P & A LETTINGS LTD
1264,P & A LLOYD CONSULTING LIMITED
1265,P & A LONDON LIMITED
1266,P & A LOVE LIMITED
1267,P & A LUKER HIRE LIMITED
1268,P & A MAINTENANCE LTD
1269,P & A MAINTENANCE SERVICES LTD
1270,P & A MANAGEMENT LIMITED
1271,P & A MANAGEMENT SERVICES LTD
1272,P AND A MARINE SERVICES LIMITED
1273,P & A MARS MOTORS LIMITED
1274,P & A MCGUIGAN LIMITED
1275,P & A MEDICAL LIMITED
1276,P & A M FLETCHER OPTICIANS LIMITED
1277,P. & A.M. HOLMES-SMITH
1278,P & A MILL CONSTRUCTION LTD
1279,P & A MINING MACHINERY SERVICES LIMITED
1280,P & A MITCHELL LIMITED
1281,P & A MOORE LTD
1282,P & A MORGAN LTD
1283,P & A MORGAN OPTICAL LIMITED
1284,P. & A. MOTORCYCLES LIMITED
1285,P & A MULTI TRADER LIMITED
1286,P AND A OLIVER PLUMBING & HEATING LIMITED
1287,P. & A. PACKING (NORTHERN) LIMITED
1288,P & A PAINTING & DECORATING CONTRACTORS LTD
1289,P AND A PALLETS LIMITED
1290,P & A PALLETS NW LTD
1291,P & A PLANT SUPPLIES LIMITED
1292,P & A PLASTERING AND FLOOR SCREEDING CONTRACTORS LIMITED
1293,P & A PRECISION (ENGINEERING) LIMITED
1294,P & A PRECISION (HOLDINGS) LTD.
1295,P & A PROJECTS LIMITED
1296,P & A PROPERTIES LIMITED
1297,P & A PROPERTIES (CAMBRIDGE) LTD
1298,P & A PROPERTIES (MERSEYSIDE) LIMITED
1299,P. & A. PROPERTIES (1989) LIMITED
1300,P & A PROPERTIES SERVICES LTD
1301,P & A PROPERTIES (SW) LIMITED
1302,P & A PROPERTIES WIRRAL LTD
1303,P & A PROPERTY & FINANCE LTD
1304,P & A PROPERTY (WESTON) LIMITED
1305,P & A QUINN FACILITIES LIMITED
1306,P & A RANN CONSTRUCTION LIMITED
1307,P & A REAL ESTATES LTD
1308,P AND A RESEARCH AND CONSULTING LIMITED
1309,P & A RESIDENTIAL PARKS LIMITED
1310,P AND A SALES AND LETTINGS LIMITED
1311,P & A SECURITY AND FACILITIES MANAGEMENT LIMITED
1312,P & A SERVICES LIMITED
1313,P & A SERVICES (ESSEX) LIMITED
1314,P & A SERVICES SOUTH WEST LIMITED
1315,P & A SHARVILLE LIMITED
1316,P & A S HAYSELDEN LIMITED
1317,P & A SHOPFITTING LIMITED
1318,P & A SIDGWICK LIMITED
1319,P & A SKIBINSKI CONTRACTORS LIMITED
1320,P & A SOFTWARE SOLUTIONS (UK) LIMITED
