categories,change_1_day,change_1_year,country,id,market_cap,name,rank,share_price
"['Energy', 'Mining', 'Uranium']",4.26%,14.53%,Canada,30c40bcc5fdb43f4bce5b4efd671479b,$2.23 B,Nexgen Energy,3625,$4.65
"['Manufacturing', 'Electronics']",0.63%,22.15%,Switzerland,34e2559acfc84057bb5dd0aea4870b4e,$2.23 B,Landis+gyr,3624,$77.60
"['Video games', 'Entertainment']",1.91%,21.58%,Taiwan,4dd221d440194910a7ae93736ecf5ea5,$2.23 B,International Games System,3623,$15.89
"['Financial services', 'Investment']",0.66%,-9.19%,,cf5eac4e972f48258c2affd11e8469dc,$2.23 B,Patria Investments,3622,$15.21
,-0.32%,-16.59%,Germany,2e93c8fc1e43461aa21770aa9e038322,$2.24 B,Mvv Energie,3621,$33.78
"['Banks', 'Financial services']",3.22%,-18.67%,USA,b0a8676111c045c1933258625d0435c7,$2.24 B,Columbia Bank,3620,$28.49
"['Pharmaceuticals', 'Biotech']",3.96%,140.79%,USA,9802b5f9c17e4926adf42314070cfc58,$2.24 B,Akero Therapeutics,3619,$47.99
"['Beverages', 'Alcoholic beverages']",2.49%,32.96%,USA,0e1d1748e3c64418a497bf9f14479fb8,$2.24 B,Mgp Ingredients,3618,$102.22
"['Software', 'Tech', 'IT security']",3.48%,-48.35%,UK,1f3f2b7bee4a4ba98a39706a1f631f77,$2.25 B,Darktrace,3617,$2.98
,1.62%,1.14%,USA,0f2893c576aa4a0ebc6e34991d285061,$2.25 B,Verra Mobility,3616,$15.04
['Utility companies'],2.22%,83.65%,Turkey,1525854059144f4a8fa6e0baafe25a24,$2.25 B,Enerjisa Enerji,3615,$1.91
['Aerospace'],-0.21%,-46.89%,USA,53079218040e4bb987bcf4aa04b4727d,$2.26 B,Rocket Lab,3614,$4.78
,2.19%,4.02%,USA,9f3f679caee94631a92f2e04164cd8ac,$2.26 B,Netscout,3613,$31.32
['Manufacturing'],1.18%,-30.35%,Switzerland,70f799c25e4d4345bc108fc4185c7d9d,$2.26 B,Oc Oerlikon,3612,$6.93
"['Gold mining', 'Mining']",3.03%,-0.73%,Canada,cbfce0c54f6f45219ca795cf54c174b1,$2.26 B,Novagold Resources,3611,$6.79
"['Asset Management', 'Financial services']",1.64%,-32.31%,South Africa,a9218e74696449acbd840f43287d8868,$2.26 B,Ninety One Group,3610,$2.43
['Media/Press'],0.47%,-58.56%,UK,280371afcb004246afd43ff591847665,$2.26 B,Future Plc,3609,$18.18
['Entertainment'],-0.19%,-8.52%,USA,f308522c09874d289aefadd30da116a9,$2.27 B,Cedar Fair,3608,$41.79
"['Banks', 'Financial services']",1.47%,-4.70%,USA,d20f48b53e04455bb7c27e3843632de4,$2.27 B,Townebank,3607,$30.43
"['REITs', 'Real estate', 'Investment']",0.05%,-37.26%,UK,fa288e0890be4fe088e746ece312aaaf,$2.27 B,Londonmetric Property,3606,$2.29
"['Software', 'Tech']",0.61%,-14.58%,UK,0cd6682763664d2fbbf82b56e2150a21,$2.27 B,Kainos Group,3605,$18.11
,3.58%,168.65%,USA,b037ba9d569a49e1aa202088389b42f1,$2.28 B,Immunovant,3604,$17.65
"['Pharmaceuticals', 'Biotech']",2.27%,40.31%,Canada,c79c83ddaa7b41c185416bfc8c1a26be,$2.28 B,Xenon Pharmaceuticals,3603,$36.48
['Real estate'],1.09%,-42.60%,Canada,8189f5e1f92b433ebc56dacc2f005148,$2.28 B,Tricon Residential,3602,$8.34
"['Real estate', 'Investment', 'REITs']",1.48%,-11.26%,Japan,d65ce023240541eda8d8a4c3e4fe5e44,$2.28 B,Aeon Reit Investment,3601,"$1,117"
"['Semiconductors', 'Electronics', 'Tech', 'Tech Hardware']",0.68%,-62.15%,Taiwan,ac63bf137c344258913884faa0da5cff,$2.30 B,Visera Technologies,3584,$7.32
,-4.58%,-13.35%,Germany,5844901ffd384b2fa111fd7a6f825ab1,$2.30 B,Gerresheimer,3583,$73.52
['Utility companies'],-0.43%,11.61%,USA,9d21f477bdaa4e6e83206ca1cfd0743f,$2.31 B,Sjw Group,3582,$76.24
,3.42%,-5.04%,USA,f2f38a2a82974eb380328d5d6b9278dc,$2.31 B,Kadant,3581,$198.22
['Retail'],2.68%,19.53%,USA,ce3c9bc3492a455eb458cc6c12561986,$2.31 B,Office Depot,3580,$50.50
"['Pharmaceuticals', 'Biotech']",0.41%,-5.55%,USA,2f96fd6c63c241e08cd9cb0433d52e2d,$2.31 B,Glaukos,3579,$48.53
"['Investment', 'Asset Management']",-0.15%,-12.07%,USA,ff10aef5f84847e78c8f4eee174631c2,$2.31 B,Golub Capital,3578,$13.55
"['Energy', 'Infrastructure']",-0.78%,14.20%,Canada,bde844c42fa543d894289e130b240ec1,$2.31 B,Topaz Energy,3577,$16.08
['Electronics'],0.99%,-20.50%,USA,e6c4f903af7d45e7acb015dcda6fd0d6,$2.31 B,Sonos,3576,$18.31
['Healthcare'],3.08%,78.93%,USA,23d961e8cbaf4195aba9664a81947e07,$2.32 B,Alignment Healthcare,3575,$12.40
"['Retail', 'Supermarket Chains']",1.28%,39.11%,USA,4e192d140a904cbdb2ac1505bac24f14,$2.32 B,Weis Markets,3574,$86.33
"['Aircraft manufacturers', 'Aerospace', 'Manufacturing']",-1.03%,-16.49%,Brazil,97503570b8894952bf3d5ff7627cc378,$2.32 B,Embraer,3573,$12.51
"['Media/Press', 'Entertainment']",0.92%,-36.00%,Germany,c8539abdede349f68af257f96846d3ca,$2.32 B,Prosiebensat.1 Media,3572,$10.26
"['Software', 'Tech']",3.06%,-17.77%,USA,6483ecd4999f4491a237410a4fcc5087,$2.32 B,Sabre,3571,$7.08
,0.15%,-10.63%,Germany,ab832c69865c42b09e3d1dcb1613f520,$2.32 B,Kws,3570,$70.48
"['Mining', 'Gold mining', 'Silver Mining']",1.44%,61.07%,Canada,32ba7eeaeed545a48e65d90c22ae2f4f,$2.32 B,Filo Mining,3569,$18.91
['Manufacturing'],9.34%,-27.22%,Switzerland,315bc39a30de4ed9b472ea34793821d8,$2.32 B,Interroll,3568,"$2,842"
,-0.84%,-49.03%,Germany,abcf250d4cb84de182670de6ec89dd83,$2.32 B,Dermapharm,3567,$41.23
,0.00%,-21.26%,USA,7e1149e453be45a5bf8986457a242ce6,$2.32 B,Weber,3566,$8.11
['Medical devices'],2.03%,-22.50%,USA,04e104dd264b41e4aac584f178ce96b6,$2.33 B,Nuvasive,3565,$44.79
['Food'],1.16%,-18.72%,Canada,c816008e164a4d699e41977f5089ee77,$2.33 B,Maple Leaf Foods,3564,$18.89
"['Tech', 'Software']",1.17%,-4.97%,USA,063d117ed7d242b3b6452c7d101aee5b,$2.34 B,Jfrog,3563,$23.34
"['Telecommunication', 'Aerospace']",-1.52%,34.02%,USA,77975b7e1ca14fb9816388b3acb72098,$2.34 B,Globalstar,3562,$1.30
['Financial services'],1.78%,-19.51%,USA,d1fff4e0b3714244915cce58c1284bc8,$2.34 B,Evertec,3561,$35.94
['Retail'],-2.94%,6.03%,,d4020a51f3f54bb9a8f67289bb56fb93,$2.34 B,Jumbo S.a.,3560,$17.22
['Waste & Recycling'],2.76%,-19.59%,,969f5f837141407abe7edc9ebfd226b2,$2.34 B,Befesa,3559,$58.59
['Media/Press'],-0.52%,-10.38%,India,eec5524863ca466abf10d3fab63c3c79,$2.35 B,Sun Tv Network,3558,$5.96
"['Real estate', 'Investment', 'REITs']",1.65%,-41.60%,USA,96fd3a458b2246c9aaa5fb4934465f0b,$2.35 B,Nexpoint Residential,3557,$45.57
"['Oil&Gas', 'Energy']",-0.29%,-7.06%,South Korea,769c9a2b73b14fc5b0e6b63947dd17d3,$2.35 B,Korea Gas,3556,$27.40
"['Software', 'Automotive Suppliers', 'Tech']",0.19%,-5.19%,India,9464f02385284bee9cc1908c59d55ba2,$2.35 B,Kpit Technologies,3555,$8.58
['Telecommunication'],0.12%,11.86%,New Zealand,25b06aadc25841c8b45770496f3bc164,$2.35 B,Chorus,3554,$5.28
,0.00%,-13.24%,USA,d7717d73c2084c2b9e91ee42fdfc0194,$2.35 B,Primo Water,3553,$14.75
['Real estate'],0.47%,-22.08%,UK,b32b8d55f0f2455fad5bd1ea114c9b0d,$2.35 B,Grainger Plc,3552,$3.14
,2.73%,-34.69%,USA,3581f89e31a646c2bd7452c24bd736d6,$2.36 B,Ttec,3551,$49.99
"['Utility companies', 'Renewable energy', 'Energy']",0.83%,7.96%,India,62a8605cfce8459c95cc3bfbc483ec3c,$2.36 B,Renew Power,3550,$6.10
"['Software', 'Tech']",0.52%,-40.37%,USA,99a20708cb3846058d269610a517a196,$2.36 B,Jamf,3549,$19.48
['Real estate'],-2.47%,27.80%,USA,efb3f3a6dff44967ad296ad53734065d,$2.36 B,Mcgrath Rentcorp,3548,$96.99
['Manufacturing'],2.08%,4.89%,USA,1cf2253988b54682bca87cff67254765,$2.36 B,Enpro Industries,3547,$113.73
,0.36%,4.52%,USA,ac3399ecbd324569a710cb6e942349b2,$2.37 B,Four Corners Property Trust,3546,$28.24
,1.65%,-25.94%,USA,5289f60f99844fd2bdafcf2bcf5b84a4,$2.37 B,Arconic,3545,$23.38
"['Real estate', 'Investment', 'REITs']",1.30%,-50.05%,USA,d35e9c732b524fbebff730a1dc991045,$2.37 B,Sl Green Realty,3544,$36.74
,1.16%,-7.60%,USA,da92a94bbdbd47b392da69d577ba1776,$2.37 B,Navient,3543,$17.51
"['Asset Management', 'Investment']",2.04%,-12.47%,UK,3210d49cfaaf45d9bf15b5c3e12dba5d,$2.37 B,Ashmore Group,3542,$3.30
['Engineering'],-3.53%,23.13%,Denmark,2532270d8eea42779c907bd1072700a6,$2.37 B,Flsmidth,3541,$41.89
"['Pharmaceuticals', 'Biotech']",1.21%,42.35%,Sweden,6cb35be971744f6daca03b56b1d02ea4,$2.38 B,Olink Holding,3540,$20.00
"['Utility companies', 'Energy', 'Oil&Gas', 'Electricity']",-1.56%,-38.41%,Italy,db327d3046104f83990a035657f5b1a2,$2.38 B,Iren,3539,$1.78
"['Oil&Gas', 'Energy']",-0.78%,14.24%,USA,1de031892a764ab9bc888d5060813d63,$2.38 B,Kimbell Royalty Partners,3538,$16.45
['Entertainment'],4.73%,76.25%,USA,b411356fd9dc43afb6776e8d4d98383c,$2.38 B,Bowlero,3537,$14.40
"['Software', 'Tech']",0.14%,-22.90%,Switzerland,edbddbc5f2a440bcb39dedcf9bbcb9a4,$2.38 B,Softwareone,3536,$15.42
"['Investment', 'Insurance']",0.00%,-8.55%,Canada,b593a917801e4d98a3b0d7012187e55c,$2.38 B,E-l Financial,3535,$671.56
"['Semiconductors', 'Tech', 'Tech Hardware']",4.63%,-43.00%,USA,9d6e2c2fc63d4d99942c00eebfc7432e,$2.38 B,Sitime,3534,$111.44
"['Financial services', 'Professional services']",1.36%,19.09%,USA,264e14be852c4a00a8c705ebbc0c1537,$2.39 B,Cbiz,3533,$47.03
['Telecommunication'],1.37%,-46.15%,Poland,142b3304d58e4e0a80abac8438444a59,$2.39 B,Cyfrowy Polsat,3532,$4.34
['Manufacturing'],3.15%,5.68%,USA,1d5992c6409741a785deba88b585deda,$2.39 B,United Natural Foods,3531,$39.99
['Automotive Suppliers'],2.57%,-14.93%,Spain,40caa7bc79fa4ac39b807fee9da89fa4,$2.39 B,Gestamp Automoción,3530,$4.16
"['Banks', 'Financial services']",0.12%,-8.47%,USA,fca2eb6630a94b779c36a0e2c550f4c9,$2.39 B,First Merchants Corporation,3529,$40.20
"['Restaurant chains', 'Food']",0.06%,-19.11%,India,bb590e388afc498c819209b8c6be13ff,$2.39 B,Devyani International,3528,$1.99
['Pulp and paper'],-0.51%,-9.65%,Portugal,9531bf40a6eb416b9bcd6f6e734b74fa,$2.39 B,The Navigator Company,3527,$3.37
,4.60%,-30.26%,USA,c20eef7443014818a1d7b2f076b62694,$2.39 B,Matson,3526,$63.48
"['Luxury goods', 'Clothing', 'Retail']",6.25%,-70.91%,UK,e172b75d7038432488e211ab8eb05e29,$2.39 B,Farfetch,3525,$6.29
,5.18%,-22.54%,USA,ce64056d29ba411697366e9f48627676,$2.40 B,Wd-40 Company,3524,$176.71
,1.14%,-16.15%,USA,8b017ac17e664b848b3478fb51e8f1c6,$2.40 B,Artisan Partners,3523,$35.41
"['Diagnostics and Testing', 'Biotech']",-1.69%,-49.00%,South Korea,c1ae7a047c954cc6b54715e06af8ef3a,$2.40 B,Sd Biosensor,3522,$23.52
"['Financial services', 'Tech', 'Insurance']",-0.99%,-53.92%,India,9fb46f556003442894f039c792b6803e,$2.40 B,Pb Fintech,3521,$5.35
,1.48%,-21.84%,USA,9e3169b1fb5c4a28b1c1e36e69f144a0,$2.40 B,Gentherm,3520,$72.55
,-0.81%,-4.62%,USA,8e2b2e9bbd094a9788a198cda275b87c,$2.40 B,Stepan Company,3519,$108.42
['Real estate'],0.90%,-11.98%,Singapore,8cddcc3f3dbd494d96af06ea6abc4fee,$2.41 B,United Industrial Corporation,3518,$1.69
"['Engineering', 'Manufacturing']",1.71%,10.66%,USA,a34bcc2700644c6b8d9164fba3b3d41b,$2.41 B,Esco Technologies,3517,$93.33
,0.77%,-8.81%,Netherlands,e51d86611cbb4471b160bc295a7eb973,$2.41 B,Corbion,3516,$39.64
['Tech'],1.21%,-51.17%,Canada,ec7551cff5a74ed68964a89ada615f8c,$2.42 B,Blackberry,3515,$4.17
['Courier'],1.38%,-14.26%,,10456787c409419b8a891442a456a113,$2.42 B,Österreichische Post,3514,$35.84
['Pulp and paper'],-0.34%,4.15%,Finland,aee49f98547f48f69871df624d139f1b,$2.42 B,Kemira,3513,$15.80
"['Software', 'Tech']",2.19%,-30.08%,USA,c282098a4e5d4f42b4bbe8d4df2cc955,$2.42 B,Verint Systems,3512,$36.79
['Defense contractors'],-0.12%,7.99%,UK,93de7a9e1b004fad8ae35f4769d90c3c,$2.42 B,Qinetiq,3511,$4.19
"['Hotels', 'Travel']",1.05%,-11.93%,Hong Kong,9cd799f8d5364305bf864c143a5f91be,$2.42 B,Mandarin Oriental,3510,$1.92
['Tech'],1.45%,-24.30%,Taiwan,a5231f9e86a44760ba7ec49004e0262a,$2.42 B,Acer,3509,$0.81
,2.36%,-23.38%,USA,8fa74f16ee2a4295a33d170102e44577,$2.42 B,Dana,3508,$16.94
"['Renewable energy', 'Energy', 'Electricity']",-0.81%,-17.00%,Canada,6451454b58a8492285d4f78b0e72ac8b,$2.43 B,Innergex Renewable Energy,3507,$11.91
"['Telecommunication', 'Internet']",2.42%,-48.58%,Germany,2feb10d62d3545c585a116727108a8d5,$2.43 B,1&1,3506,$13.80
,0.11%,-4.44%,USA,36595b9a3ba64b6baf9076936e959476,$2.43 B,National Health Investors,3505,$56.14
['Tires'],-2.04%,27.57%,India,97d6ae6c51a340e19fb1c0d03a0da945,$2.43 B,Apollo Tyres,3504,$3.84
,3.79%,-4.79%,USA,637ee7a658194e9990a7fec331197f0e,$2.44 B,Cracker Barrel,3503,$109.93
"['Mining', 'Gold mining']",1.59%,-5.88%,South Africa,bcadda6383f949fca4c853c852f1b6c0,$2.44 B,Harmony Gold,3502,$3.84
"['Electronics', 'Manufacturing']",-1.20%,-21.28%,Japan,28076980f220481db6a7696897e36a7e,$2.44 B,Casio,3501,$10.21
['Footwear'],-1.25%,-29.28%,India,a1430560bff34f298456f9b8e3a2318e,$2.47 B,Bata India,3484,$19.27
"['Oil&Gas', 'Energy']",1.00%,32.84%,Canada,3308f7bfcf864f82980173f2cc3b3ff1,$2.47 B,Baytex Energy,3483,$4.53
"['Automotive Suppliers', 'Manufacturing']",-0.07%,-34.11%,France,f8e1f8679ff848febba39795ade52e2a,$2.47 B,Compagnie Plastic Omnium,3482,$16.34
['Telecommunications equipment'],1.29%,51.16%,USA,b4aeb4c6acec4899811bca323a079018,$2.47 B,Extreme Networks,3481,$18.88
"['Clothing', 'Retail']",1.55%,1.89%,USA,005dff24369248acaa7fadd953b56918,$2.48 B,Urban Outfitters,3480,$26.92
"['Banks', 'Financial services', 'Investment']",1.85%,-6.26%,USA,ed8c6b7811da4e99b8b3374e2b2489ce,$2.48 B,Piper Sandler,3479,$139.21
['Chemicals'],-2.06%,-50.00%,India,46dc2b140737481ea0f386df654bc8bf,$2.48 B,Aarti Industries,3478,$6.85
"['E-Commerce', 'Software', 'Tech']",2.67%,-44.91%,Canada,88c4fa0da88f4ecabeb034ed6cb4886e,$2.48 B,Lightspeed Pos,3477,$16.52
"['Education', 'Media/Press']",3.70%,-14.23%,USA,cc896b5967e04dcc8948bbfebffecbf1,$2.48 B,John Wiley & Sons,3476,$44.90
"['Pharmaceuticals', 'Biotech']",1.88%,-7.09%,USA,fd69ca493c064bf9879494796bf0848b,$2.48 B,Relay Therapeutics,3475,$20.58
"['Media/Press', 'Telecommunication']",0.83%,-45.41%,,65181cfdb3d74588b7bea83788960340,$2.48 B,Millicom,3474,$14.57
,-3.32%,-52.67%,USA,4d02933c46ab4adf8f5c989a2f3ff235,$2.49 B,Innovative Industrial,3473,$89.03
['Food'],0.00%,-25.00%,Singapore,6823eb09d17449ff850c0372963e8319,$2.49 B,Sats,3472,$2.22
"['Hotels', 'Real estate', 'Investment', 'REITs', 'Travel']",0.00%,-14.26%,France,5b50f1b1b0ce4b3b8293cc75e7266cc5,$2.49 B,Covivio Hotels,3471,$16.78
"['Banks', 'Financial services']",4.00%,-22.81%,USA,8cd1b270a3eb4bb3a69e40149b4f657b,$2.49 B,Axos Financial,3470,$41.58
,0.09%,-33.17%,USA,01766a81816d4c739208ee3eb06bbe68,$2.49 B,Viavi Solutions,3469,$11.04
['Construction'],3.30%,-10.80%,USA,ac4bf8195d034d6f9d86882094be0e07,$2.49 B,Lgi Homes,3468,$107.30
"['Software', 'Tech', 'Healthcare']",0.21%,-62.18%,USA,b61b4f522a6c4b17981019d90dbbd6fe,$2.50 B,Omnicell,3467,$56.00
['Electronics'],2.31%,-51.25%,USA,f43ea7444f7641129de19ee60bf7448b,$2.50 B,Rogers Corporation,3466,$132.98
"['Banks', 'Financial services']",2.60%,-19.19%,USA,edb2fbf5c9c04778bc20c5bbc2e0a8df,$2.50 B,Independent Bank Group,3465,$60.75
['Telecommunication'],0.00%,-12.33%,Singapore,440347fd638e4d84973dba0bd1c593b8,$2.50 B,Netlink Trust,3464,$0.64
,1.04%,-16.25%,Finland,e68055908b874facb68eeaac1aea7266,$2.50 B,Outokumpu,3463,$5.67
,5.61%,-7.50%,USA,a881e6c19c1f4de08a19aec3e30208f8,$2.50 B,Pagerduty,3462,$27.86
,-0.44%,17.69%,Canada,a703193d652d4258ae787d543f2459e6,$2.50 B,Osisko Gold Royalties,3461,$13.64
"['Electricity', 'Energy']",-0.24%,4.09%,Israel,4a0ab1222ea541acbc709bec18fc101f,$2.51 B,Opc Energy,3460,$11.19
['Investment'],0.84%,-17.78%,Hong Kong,2acb34dea0e04dcaad0f5836f380fa95,$2.51 B,Hang Lung Group,3459,$1.85
"['Biotech', 'Pharmaceuticals']",-3.29%,7.65%,Denmark,a3a09aa28ceb401fadb27552a9163e60,$2.51 B,Bavarian Nordic,3458,$34.33
"['Semiconductors', 'Manufacturing', 'Tech', 'Tech Hardware']",0.56%,-51.55%,Taiwan,e9610aee5bf8433b87a8194a5c45b55f,$2.52 B,Win Semiconductors,3457,$5.94
"['Infrastructure', 'Oil&Gas', 'Energy']",2.40%,83.42%,,13129872f97a44b08aa6d31b153e7466,$2.52 B,Golar Lng,3456,$23.46
['Insurance'],0.69%,-17.30%,India,6216b9ab5b3b4c10822dea162ab1a8b7,$2.52 B,New India Assurance,3455,$1.53
"['Video games', 'Professional services']",-0.68%,-9.95%,Ireland,966162c2325c4a5688850d9580d2d292,$2.52 B,Keywords Studios,3454,$32.30
"['Software', 'Tech']",0.00%,-21.17%,USA,e7825a5cad4b4b84939a90413118e5dc,$2.52 B,Duck Creek Technologies,3453,$19.03
,0.04%,11.40%,USA,25b439ab679140c495b0cf7f13e3920f,$2.53 B,Sage Therapeutics,3452,$42.56
['Retail'],3.22%,-16.12%,UK,6b4e92a273a64686a0e5eb087c88be40,$2.54 B,Wh Smith,3451,$19.41
['Clothing'],0.95%,-2.34%,USA,bb680e3613014ca98f8143d2594a7420,$2.54 B,Kontoor Brands,3450,$45.84
['Manufacturing'],0.29%,-2.11%,USA,2955791fcaf84c6bacae0ca3b5413b79,$2.54 B,Brady,3449,$51.12
"['Energy', 'Electricity']",0.75%,-11.03%,Canada,018f6b51cfad4cab85ee0c77eea6c80a,$2.54 B,Transalta,3448,$9.44
,0.16%,-30.22%,USA,550242950c7b43e0b0a4ad00e21c982d,$2.54 B,Alarm.com,3447,$50.98
"['Electricity', 'Energy']",-2.23%,-0.94%,France,e9c6f3736e8245c9a0f5b10bcf8f7b18,$2.54 B,Voltalia,3446,$19.01
"['Tech', 'Smart Home']",-0.08%,79.13%,USA,e827f55e8f22420998d6225f991c8ac8,$2.54 B,Vivint Smart Home,3445,$11.93
['Real estate'],0.92%,-4.40%,USA,37a9c2e3703f4b378887e70255db42e9,$2.54 B,St. Joe Company,3444,$43.65
"['REITs', 'Real estate', 'Investment']",-1.10%,-20.93%,Singapore,8954b8f3b53e428eb9d9fd56e7779ba3,$2.54 B,Keppel Reit,3443,$0.68
['Real estate'],-1.85%,18.48%,Brazil,885484b357914522986728d82e97d1bb,$2.55 B,Multiplan Empreendimentos Imobiliários,3442,$4.36
['Chemicals'],2.10%,-26.98%,USA,cc38f19f54b74d42a823ede23ae31bdb,$2.55 B,Tronox,3441,$16.51
['Telecommunication'],-0.37%,-14.20%,Saudi Arabia,5320e29a3534477c92286ff0cef05cc9,$2.55 B,Zain Saudi Arabia,3440,$2.84
,0.00%,12.34%,USA,805ff1165bac4a08bff47cf04028a92f,$2.55 B,Pacific Biosciences,3439,$11.29
,0.23%,-7.93%,USA,3d24fbb02c8747df8007bddec9cab11e,$2.55 B,Mge Energy,3438,$70.71
"['Electricity', 'Utility companies', 'Energy']",0.76%,-29.09%,Japan,8edabe612ec6433b8aca72d29c6dd642,$2.55 B,Tohoku Electric Power,3437,$5.12
"['Oil&Gas', 'Energy']",3.21%,8.74%,Australia,e4f4bc13f42744bbaec13c54088c8f54,$2.55 B,Beach Energy,3436,$1.12
"['Telecommunication', 'Infrastructure']",3.62%,-33.56%,UK,36ce0a0192cf4c0c80e70d77df722d1e,$2.56 B,Ihs Towers,3435,$7.72
"['Chemicals', 'Agriculture']",-1.26%,-16.81%,India,7d2bbb3b61a8447ca68cd00bbcccbc08,$2.56 B,Bayer Crop Science,3434,$56.98
,4.49%,-33.78%,USA,dfbbaea4dfa94afc8969fe762361bd41,$2.56 B,Leslie's,3433,$13.96
,0.67%,-7.73%,USA,f5bd0792a7dd4e15bb48a5f2ab680fc0,$2.56 B,Energizer Holdings,3432,$35.92
['Consumer goods'],3.13%,-49.08%,USA,b74fad9a66c24f8c88cc143f2a3f730f,$2.56 B,Helen Of Troy,3431,$106.91
"['Oil&Gas', 'Energy']",1.29%,10.01%,Canada,61abb6c16c9143999e1407bcb9ad8c15,$2.56 B,Vermilion Energy,3430,$15.72
,1.96%,-2.91%,USA,9abcc8a200a34b38b35d9da4c656688c,$2.56 B,Itron,3429,$56.80
,0.76%,-29.01%,Switzerland,962d259d8bcc493b9174e110eec0f931,$2.56 B,Also Holding,3428,$200.17
,2.56%,-27.54%,USA,874ea37feaa84cff864a85248168ba71,$2.56 B,Resideo Technologies,3427,$17.60
,3.53%,1.96%,USA,d4b188488f1b4795aa4a20c506c61f07,$2.56 B,Red Rock Resorts,3426,$44.28
"['Banks', 'Financial services']",0.89%,26.02%,Switzerland,ea763db31649425faa17d58b4e792c81,$2.56 B,Cembra Money Bank,3425,$85.63
"['Utility companies', 'Electricity', 'Energy']",0.64%,-2.00%,USA,96227ffa783345af8d8d73efcb9df2e1,$2.56 B,Otter Tail,3424,$61.72
"['Infrastructure', 'Construction']",0.90%,24.29%,UK,bf02ca6f61c94cd7b16682b0548cfed2,$2.57 B,Balfour Beatty,3423,$4.40
"['Maritime transportation', 'Container shipping', 'Transportation']",-0.67%,9.82%,South Korea,4667a21290284186ac47bad5e8a2d066,$2.57 B,Pan Ocean,3422,$4.81
['Insurance'],1.74%,-10.52%,,9b68079cee164d868422b4b5870c732a,$2.57 B,Uniqa Insurance Group,3421,$8.25
['Construction'],0.00%,-32.42%,New Zealand,3343840228c94732a6917d12f1620f33,$2.57 B,Fletcher Building,3420,$3.21
,1.30%,-12.87%,USA,94f83e026d724658a6fce1f0edc72658,$2.57 B,Commvault,3419,$57.82
"['Restaurant chains', 'Food']",2.64%,-16.27%,UK,81820522803e43ad95ab52bccd8b71a6,$2.57 B,Ssp Group,3418,$3.19
"['Pharmaceuticals', 'Biotech']",1.06%,39.21%,USA,f85b87b0758a43d2abd870f86aaaa5dd,$2.57 B,Corcept Therapeutics,3417,$23.93
['Footwear'],-3.01%,-41.52%,India,9c61ac3ff3884104b21772309df08014,$2.57 B,Relaxo Footwear,3416,$10.34
['Electronics'],-0.83%,-35.30%,India,5feeabc32943482d9e77b41a3cf565cc,$2.57 B,Dixon Technologies,3415,$43.27
,1.34%,-25.85%,USA,b34d7919c64b4b479709aa9f02971eea,$2.57 B,Mdc Holdings,3414,$36.18
['Professional services'],3.14%,-24.96%,USA,855f46a9432d420e87a39b591136b6d3,$2.57 B,Perficient,3413,$74.47
"['Education', 'Internet', 'Tech']",-0.10%,-21.56%,USA,a67c4d71b6b3400daf37fdf70b7d1125,$2.57 B,Chegg,3412,$20.56
"['Diagnostics and Testing', 'Biotech']",-0.75%,-50.85%,Germany,d2337cd06b5e4e5bbd4f2cb8de02de6f,$2.58 B,Synlab,3411,$11.51
,2.16%,-16.49%,USA,1696c2b6e58d48dd9659304859dc7e8c,$2.58 B,Steve Madden,3410,$33.18
,3.64%,-2.61%,Switzerland,b4ec5eb506f54fef8ac8fcb0011eb485,$2.58 B,Swissquote,3409,$168.68
"['Media/Press', 'Video games', 'Entertainment']",0.92%,-16.09%,Japan,46ec483e25004ab6a4228cd47fa2b1d2,$2.59 B,Kadokawa,3408,$18.62
"['Tech', 'Internet', 'Software']",0.23%,-14.86%,Germany,0e8e66fd1954465b8c0941ddb2f470a8,$2.59 B,Teamviewer,3407,$14.44
,-2.84%,-41.28%,Germany,13277ab69e0d42b1a0616a66d313496e,$2.59 B,Siltronic,3406,$83.68
"['Banks', 'Financial services']",-0.95%,44.44%,India,57cd72278d3d4436a459be56b47e3431,$2.59 B,Bank Of Maharashtra,3405,$0.39
"['Oil&Gas', 'Energy']",-2.08%,,USA,5438ecf2ccf443c898cdd7b584c8bf15,$2.59 B,Excelerate Energy,3404,$23.99
"['Building materials', 'Cement']",1.20%,-44.21%,Australia,69f1a94ef6bf4e6fbd6ac7ae17c9f78c,$2.59 B,Boral,3403,$2.36
,0.11%,99.19%,UK,2e067d3a8abc4c5b8009f3224c8ab155,$2.60 B,Myovant Sciences,3402,$26.89
,8.60%,136.04%,USA,ea956b3f9ae847dcaabc3f88a1b0d460,$2.60 B,Revance Therapeutics,3401,$31.70
['Financial services'],-0.55%,1.27%,India,2d619ef8e31f468ebf8e3ec3dd59f01f,$2.63 B,Lic Housing Finance,3384,$4.79
,1.50%,-15.13%,Germany,db3200c4ebc04f168a4d7568c1cbbe63,$2.63 B,Dürr,3383,$38.14
['Healthcare'],-0.58%,-5.66%,India,f9ce50f1e0b046b5a1b513ab2b8549b8,$2.64 B,Fortis Healthcare,3382,$3.50
"['Retail', 'Supermarket Chains']",-1.47%,15.14%,South Africa,f9cc6181f18745079eec05a159768b61,$2.64 B,Pick N Pay Stores,3381,$3.65
"['Machinery manufacturing', 'Manufacturing']",1.89%,-16.50%,Finland,519573d953fb4637bb7c76c61398208d,$2.64 B,Konecranes,3380,$33.41
