"Ticker symbol","Security","SEC filings","GICS Sector","Address of Headquarters","CIK"
"FBHS","Fortune Brands Home & Security","reports","Industrials","Deerfield, Illinois","0001519751"
"BEN","Franklin Resources","reports","Financials","San Mateo, California","0000038777"
"FCX","Freeport-McMoran Cp & Gld","reports","Materials","Phoenix, Arizona","0000831259"
"FTR","Frontier Communications","reports","Telecommunications Services","Stamford, Connecticut","0000020520"
"GPS","Gap (The)","reports","Consumer Discretionary","San Francisco, California","0000039911"
"GRMN","Garmin Ltd.","reports","Consumer Discretionary","Schaffhausen, Switzerland","0001121788"
"GD","General Dynamics","reports","Industrials","Falls Church, Virginia","0000040533"
"GE","General Electric","reports","Industrials","Fairfield, Connecticut","0000040545"
"GGP","General Growth Properties Inc.","reports","Financials","Chicago, Illinois","0000895648"
"GIS","General Mills","reports","Consumer Staples","Golden Valley, Minnesota","0000040704"
"GM","General Motors","reports","Consumer Discretionary","Detroit, Michigan","0001467858"
"GPC","Genuine Parts","reports","Consumer Discretionary","Atlanta, Georgia","0000040987"
"GILD","Gilead Sciences","reports","Health Care","Foster City, California","0000882095"
"GPN","Global Payments Inc","reports","Information Technology","Atlanta, Georgia","0001123360"
"GS","Goldman Sachs Group","reports","Financials","New York, New York","0000886982"
"GT","Goodyear Tire & Rubber","reports","Consumer Discretionary","Akron, Ohio","0000042582"
"GWW","Grainger (W.W.) Inc.","reports","Industrials","Lake Forest, Illinois","0000277135"
"HAL","Halliburton Co.","reports","Energy","Houston, Texas","0000045012"
"HBI","Hanesbrands Inc","reports","Consumer Discretionary","Winston-Salem, North Carolina","0001359841"
"HOG","Harley-Davidson","reports","Consumer Discretionary","Milwaukee, Wisconsin","0000793952"
"HAR","Harman Int'l Industries","reports","Consumer Discretionary","Stamford, Connecticut","0000800459"
"HRS","Harris Corporation","reports","Information Technology","Melbourne, Florida","0000202058"
"HIG","Hartford Financial Svc.Gp.","reports","Financials","Hartford, Connecticut","0000874766"
"HAS","Hasbro Inc.","reports","Consumer Discretionary","Pawtucket, Rhode Island","0000046080"
"HCA","HCA Holdings","reports","Health Care","Nashville, Tennessee","0000860730"
"HCP","HCP Inc.","reports","Financials","Long Beach, California","0000765880"
"HP","Helmerich & Payne","reports","Energy","Tulsa, Oklahoma","0000046765"
"HES","Hess Corporation","reports","Energy","New York, New York","0000004447"
"HPE","Hewlett Packard Enterprise","reports","Information Technology","Palo Alto, California","0001645590"
"HOLX","Hologic","reports","Health Care","Marlborough, Massachusetts","0000859737"
"HD","Home Depot","reports","Consumer Discretionary","Atlanta, Georgia","0000354950"
"HON","Honeywell Int'l Inc.","reports","Industrials","Morristown, New Jersey","0000773840"
"HRL","Hormel Foods Corp.","reports","Consumer Staples","Austin, Minnesota","0000048465"
"HST","Host Hotels & Resorts","reports","Financials","Bethesda, Maryland","0001070750"
"HPQ","HP Inc.","reports","Information Technology","Palo Alto, California","0000047217"
"HUM","Humana Inc.","reports","Health Care","Louisville, Kentucky","0000049071"
"HBAN","Huntington Bancshares","reports","Financials","Columbus, Ohio","0000049196"
"ITW","Illinois Tool Works","reports","Industrials","Glenview, Illinois","0000049826"
"ILMN","Illumina Inc","reports","Health Care","San Diego, California","0001110803"
"IR","Ingersoll-Rand PLC","reports","Industrials","Dublin, Ireland","0001466258"
"INTC","Intel Corp.","reports","Information Technology","Santa Clara, California","0000050863"
"ICE","Intercontinental Exchange","reports","Financials","Atlanta, Georgia","0001571949"
"IBM","International Bus. Machines","reports","Information Technology","Armonk, New York","0000051143"
"IP","International Paper","reports","Materials","Memphis, Tennessee","0000051434"
"IPG","Interpublic Group","reports","Consumer Discretionary","New York, New York","0000051644"
"IFF","Intl Flavors & Fragrances","reports","Materials","New York, New York","0000051253"
"INTU","Intuit Inc.","reports","Information Technology","Mountain View, California","0000896878"
"ISRG","Intuitive Surgical Inc.","reports","Health Care","Sunnyvale, California","0001035267"
"IVZ","Invesco Ltd.","reports","Financials","Atlanta, Georgia","0000914208"
"IRM","Iron Mountain Incorporated","reports","Industrials","Boston, Massachusetts","0001020569"
"JEC","Jacobs Engineering Group","reports","Industrials","Pasadena, California","0000052988"
"JBHT","J. B. Hunt Transport Services","reports","Industrials","Lowell, Arkansas","0000728535"
"JNJ","Johnson & Johnson","reports","Health Care","New Brunswick, New Jersey","0000200406"
"JCI","Johnson Controls International Plc","reports","Consumer Discretionary","Milwaukee, Wisconsin","0000833444"
"JPM","JPMorgan Chase & Co.","reports","Financials","New York, New York","0000019617"
"JNPR","Juniper Networks","reports","Information Technology","Sunnyvale, California","0001043604"
"KSU","Kansas City Southern","reports","Industrials","Kansas City, Missouri","0000054480"
"K","Kellogg Co.","reports","Consumer Staples","Battle Creek, Michigan","0000055067"
"KEY","KeyCorp","reports","Financials","Cleveland, Ohio","0000091576"
"KMB","Kimberly-Clark","reports","Consumer Staples","Irving, Texas","0000055785"
"KIM","Kimco Realty","reports","Financials","New Hyde Park, New York","0000879101"
"KMI","Kinder Morgan","reports","Energy","Houston, Texas","0001506307"
"KLAC","KLA-Tencor Corp.","reports","Information Technology","Milpitas, California","0000319201"
"KSS","Kohl's Corp.","reports","Consumer Discretionary","Menomonee Falls, Wisconsin","0000885639"
"KHC","Kraft Heinz Co","reports","Consumer Staples","Northfield, Illinois","0001545158"
"KR","Kroger Co.","reports","Consumer Staples","Cincinnati, Ohio","0000056873"
"LB","L Brands Inc.","reports","Consumer Discretionary","Columbus, Ohio","0000701985"
"LLL","L-3 Communications Holdings","reports","Industrials","New York, New York","0001056239"
"LH","Laboratory Corp. of America Holding","reports","Health Care","Burlington, North Carolina","0000920148"
"LRCX","Lam Research","reports","Information Technology","Fremont, California","0000707549"
"LM","Legg Mason","reports","Financials","Baltimore, Maryland","0000704051"
"LEG","Leggett & Platt","reports","Industrials","Carthage, Missouri","0000058492"
"LEN","Lennar Corp.","reports","Consumer Discretionary","Miami, Florida","0000920760"
"LVLT","Level 3 Communications","reports","Telecommunications Services","Broomfield, Colorado","0000794323"
"LUK","Leucadia National Corp.","reports","Financials","New York, New York","0000096223"
"LLY","Lilly (Eli) & Co.","reports","Health Care","Indianapolis, Indiana","0000059478"
"LNC","Lincoln National","reports","Financials","Radnor, Pennsylvania","0000059558"
"LLTC","Linear Technology Corp.","reports","Information Technology","Milpitas, California","0000791907"
"LKQ","LKQ Corporation","reports","Consumer Discretionary","Chicago, Illinois","0001065696"
"LMT","Lockheed Martin Corp.","reports","Industrials","Bethesda, Maryland","0000936468"
"L","Loews Corp.","reports","Financials","New York, New York","0000060086"
"LOW","Lowe's Cos.","reports","Consumer Discretionary","Mooresville, North Carolina","0000060667"
"LYB","LyondellBasell","reports","Materials","Rotterdam, Netherlands","0001489393"
"MTB","M&T Bank Corp.","reports","Financials","Buffalo, New York","0000036270"
"MAC","Macerich","reports","Financials","Santa Monica, California","0000912242"
"M","Macy's Inc.","reports","Consumer Discretionary","Cincinnati, Ohio","0000794367"
"MNK","Mallinckrodt Plc","reports","Health Care","Dublin, Ireland","0001567892"
"MRO","Marathon Oil Corp.","reports","Energy","Houston, Texas","0000101778"
"MPC","Marathon Petroleum","reports","Energy","Findlay, Ohio","0001510295"
"MAR","Marriott Int'l.","reports","Consumer Discretionary","Bethesda, Maryland","0001048286"
"MMC","Marsh & McLennan","reports","Financials","New York, New York","0000062709"
"MLM","Martin Marietta Materials","reports","Materials","Raleigh, North Carolina","0000916076"
"MAS","Masco Corp.","reports","Industrials","Taylor, Michigan","0000062996"
"MA","Mastercard Inc.","reports","Information Technology","Harrison, New York","0001141391"
"MAT","Mattel Inc.","reports","Consumer Discretionary","El Segundo, California","0000063276"
"MKC","McCormick & Co.","reports","Consumer Staples","Sparks, Maryland","0000063754"
"MCD","McDonald's Corp.","reports","Consumer Discretionary","Oak Brook, Illinois","0000063908"
"MCK","McKesson Corp.","reports","Health Care","San Francisco, California","0000927653"
"MJN","Mead Johnson","reports","Consumer Staples","Glenview, Illinois","0001452575"
"MDT","Medtronic plc","reports","Health Care","Dublin, Ireland","0000064670"
"MRK","Merck & Co.","reports","Health Care","Whitehouse Station, New Jersey","0000310158"
"MET","MetLife Inc.","reports","Financials","New York, New York","0001099219"
"MTD","Mettler Toledo","reports","Health Care","Columbus, Ohio","0001037646"
"KORS","Michael Kors Holdings","reports","Consumer Discretionary","New York, New York","0001530721"
"MCHP","Microchip Technology","reports","Information Technology","Chandler, Arizona","0000827054"
"MU","Micron Technology","reports","Information Technology","Boise, Idaho","0000723125"
"MSFT","Microsoft Corp.","reports","Information Technology","Redmond, Washington","0000789019"
"MHK","Mohawk Industries","reports","Consumer Discretionary","Amsterdam, New York","0000851968"
"TAP","Molson Coors Brewing Company","reports","Consumer Staples","Denver, Colorado","0000024545"
"MDLZ","Mondelez International","reports","Consumer Staples","Northfield, Illinois","0001103982"
"MON","Monsanto Co.","reports","Materials","Creve Coeur, Missouri","0001110783"
"MNST","Monster Beverage","reports","Consumer Staples","Corona, California","0000865752"
"MCO","Moody's Corp","reports","Financials","New York, New York","0001059556"
"MS","Morgan Stanley","reports","Financials","New York, New York","0000895421"
"MOS","The Mosaic Company","reports","Materials","Plymouth, Minnesota","0001285785"
"MSI","Motorola Solutions Inc.","reports","Information Technology","Schaumburg, Illinois","0000068505"
"MUR","Murphy Oil","reports","Energy","El Dorado, Arkansas","0000717423"
"MYL","Mylan N.V.","reports","Health Care","Amsterdam, Netherlands","0000069499"
"NDAQ","NASDAQ OMX Group","reports","Financials","New York, New York","0001120193"
"NOV","National Oilwell Varco Inc.","reports","Energy","Houston, Texas","0001021860"
"NAVI","Navient","reports","Financials","Newark, Delaware","0001593538"
"NTAP","NetApp","reports","Information Technology","Sunnyvale, California","0001002047"
"NFLX","Netflix Inc.","reports","Information Technology","Los Gatos, California","0001065280"
"NWL","Newell Rubbermaid Co.","reports","Consumer Discretionary","Sandy Springs, Georgia","0000814453"
"NFX","Newfield Exploration Co","reports","Energy","Houston, Texas","0000912750"
"NEM","Newmont Mining Corp. (Hldg. Co.)","reports","Materials","Denver, Colorado","0001164727"
"NWSA","News Corp. Class A","reports","Consumer Discretionary","New York, New York","0001564708"
"NWS","News Corp. Class B","reports","Consumer Discretionary","New York, New York","0001564708"
"NEE","NextEra Energy","reports","Utilities","Juno Beach, Florida","0000753308"
"NLSN","Nielsen Holdings","reports","Industrials","New York, New York","0001492633"
"NKE","Nike","reports","Consumer Discretionary","Washington County, Oregon","0000320187"
"NI","NiSource Inc.","reports","Utilities","Merrillville, Indiana","0001111711"
"NBL","Noble Energy Inc","reports","Energy","Houston, Texas","0000072207"
"JWN","Nordstrom","reports","Consumer Discretionary","Seattle, Washington","0000072333"
"NSC","Norfolk Southern Corp.","reports","Industrials","Norfolk, Virginia","0000702165"
"NTRS","Northern Trust Corp.","reports","Financials","Chicago, Illinois","0000073124"
"NOC","Northrop Grumman Corp.","reports","Industrials","West Falls Church, Virginia","0001133421"
"NRG","NRG Energy","reports","Utilities","Princeton, New Jersey","0001013871"
"NUE","Nucor Corp.","reports","Materials","Charlotte, North Carolina","0000073309"
"NVDA","Nvidia Corporation","reports","Information Technology","Santa Clara, California","0001045810"
"ORLY","O'Reilly Automotive","reports","Consumer Discretionary","Springfield, Missouri","0000898173"
"OXY","Occidental Petroleum","reports","Energy","Los Angeles, California","0000797468"
"OMC","Omnicom Group","reports","Consumer Discretionary","New York, New York","0000029989"
"OKE","ONEOK","reports","Energy","Tulsa, Oklahoma","0001039684"
"ORCL","Oracle Corp.","reports","Information Technology","Redwood Shores, California","0001341439"
"OI","Owens-Illinois Inc","reports","Materials","Perrysburg, Ohio","0000812074"
"PCAR","PACCAR Inc.","reports","Industrials","Bellevue, Washington","0000075362"
"PH","Parker-Hannifin","reports","Industrials","Cleveland, Ohio","0000076334"
"PDCO","Patterson Companies","reports","Health Care","St. Paul, Minnesota","0000891024"
"PAYX","Paychex Inc.","reports","Information Technology","Penfield, New York","0000723531"
"PYPL","PayPal","reports","Information Technology","San Jose, California","0001633917"
"PNR","Pentair Ltd.","reports","Industrials","Worsley, UK","0000077360"
"PBCT","People's United Financial","reports","Financials","Bridgeport, Connecticut","0001378946"
"PEP","PepsiCo Inc.","reports","Consumer Staples","Purchase, New York","0000077476"
"PKI","PerkinElmer","reports","Health Care","Waltham, Massachusetts","0000031791"
"PRGO","Perrigo","reports","Health Care","Dublin, Ireland","0001585364"
"PFE","Pfizer Inc.","reports","Health Care","New York, New York","0000078003"
"PCG","PG&E Corp.","reports","Utilities","San Francisco, California","0001004980"
"PM","Philip Morris International","reports","Consumer Staples","New York, New York","0001413329"
"PSX","Phillips 66","reports","Energy","Houston, Texas","0001534701"
"PNW","Pinnacle West Capital","reports","Utilities","Phoenix, Arizona","0000764622"
"PXD","Pioneer Natural Resources","reports","Energy","Irving, Texas","0001038357"
"PBI","Pitney-Bowes","reports","Industrials","Stamford, Connecticut","0000078814"
"PNC","PNC Financial Services","reports","Financials","Pittsburgh, Pennsylvania","0000713676"
"RL","Polo Ralph Lauren Corp.","reports","Consumer Discretionary","New York, New York","0001037038"
"PPG","PPG Industries","reports","Materials","Pittsburgh, Pennsylvania","0000079879"
"PPL","PPL Corp.","reports","Utilities","Allentown, Pennsylvania","0000922224"
"PX","Praxair Inc.","reports","Materials","Danbury, Connecticut","0000884905"
"CFG","Citizens Financial Group","reports","Financials","Providence, Rhode Island","0000759944"
"PCLN","Priceline.com Inc","reports","Consumer Discretionary","Norwalk, Connecticut","0001075531"
"PFG","Principal Financial Group","reports","Financials","Des Moines, Iowa","0001126328"
"PG","Procter & Gamble","reports","Consumer Staples","Cincinnati, Ohio","0000080424"
"PGR","Progressive Corp.","reports","Financials","Mayfield Village, Ohio","0000080661"
"PLD","Prologis","reports","Financials","San Francisco, California","0001045609"
"PRU","Prudential Financial","reports","Financials","Newark, New Jersey","0001137774"
"PEG","Public Serv. Enterprise Inc.","reports","Utilities","Newark, New Jersey","0000788784"
"PSA","Public Storage","reports","Financials","Glendale, California","0001393311"
"PHM","Pulte Homes Inc.","reports","Consumer Discretionary","Atlanta, Georgia","0000822416"
"PVH","PVH Corp.","reports","Consumer Discretionary","New York, New York","0000078239"
"QRVO","Qorvo","reports","Information Technology","Hillsboro, Oregon","0001604778"
"PWR","Quanta Services Inc.","reports","Industrials","Houston, Texas","0001050915"
"QCOM","QUALCOMM Inc.","reports","Information Technology","San Diego, California","0000804328"
"DGX","Quest Diagnostics","reports","Health Care","Madison, New Jersey","0001022079"
"RRC","Range Resources Corp.","reports","Energy","Fort Worth, Texas","0000315852"
"RTN","Raytheon Co.","reports","Industrials","Waltham, Massachusetts","0001047122"
"O","Realty Income Corporation","reports","Financials","San Diego, California","0000726728"
"RHT","Red Hat Inc.","reports","Information Technology","Raleigh, North Carolina","0001087423"
"REGN","Regeneron","reports","Health Care","Tarrytown, New York","0000872589"
"RF","Regions Financial Corp.","reports","Financials","Birmingham, Alabama","0001281761"
"RSG","Republic Services Inc","reports","Industrials","Phoenix, Arizona","0001060391"
"RAI","Reynolds American Inc.","reports","Consumer Staples","Winston-Salem, North Carolina","0001275283"
"RHI","Robert Half International","reports","Industrials","Menlo Park, California","0000315213"
"ROK","Rockwell Automation Inc.","reports","Industrials","Milwaukee, Wisconsin","0001024478"
"COL","Rockwell Collins","reports","Industrials","Cedar Rapids, Iowa","0001137411"
"ROP","Roper Industries","reports","Industrials","Sarasota, Florida","0000882835"
"ROST","Ross Stores","reports","Consumer Discretionary","Pleasanton, California","0000745732"
"RCL","Royal Caribbean Cruises Ltd","reports","Consumer Discretionary","Miami, Florida","0000884887"
"R","Ryder System","reports","Industrials","Miami, Florida","0000085961"
"CRM","Salesforce.com","reports","Information Technology","San Francisco, California","0001108524"
"SCG","SCANA Corp","reports","Utilities","Cayce, South Carolina","0000754737"
"SLB","Schlumberger Ltd.","reports","Energy","Curaçao, Kingdom of the Netherlands","0000087347"
"SNI","Scripps Networks Interactive Inc.","reports","Consumer Discretionary","Cincinnati, Ohio","0001430602"
"STX","Seagate Technology","reports","Information Technology","Dublin, Ireland","0001137789"
"SEE","Sealed Air","reports","Materials","Elmwood Park, New Jersey","0001012100"
"SRE","Sempra Energy","reports","Utilities","San Diego, California","0001032208"
"SHW","Sherwin-Williams","reports","Materials","Cleveland, Ohio","0000089800"
"SIG","Signet Jewelers","reports","Consumer Discretionary","Hamilton, Bermuda","0000832988"
"SPG","Simon Property Group Inc","reports","Financials","Indianapolis, Indiana","0001063761"
"SWKS","Skyworks Solutions","reports","Information Technology","Woburn, Massachusetts","0000004127"
"SLG","SL Green Realty","reports","Financials","New York, New York","0001040971"
"SJM","Smucker (J.M.)","reports","Consumer Staples","Orrville, Ohio","0000091419"
"SNA","Snap-On Inc.","reports","Consumer Discretionary","Kenosha, Wisconsin","0000091440"
"SO","Southern Co.","reports","Utilities","Atlanta, Georgia","0000092122"
"LUV","Southwest Airlines","reports","Industrials","Dallas, Texas","0000092380"
"SWN","Southwestern Energy","reports","Energy","Houston, Texas","0000007332"
"SE","Spectra Energy Corp.","reports","Energy","Houston, Texas","0001373835"
"SPGI","S&P Global, Inc.","reports","Financials","New York, New York","0000064040"
"STJ","St Jude Medical","reports","Health Care","Little Canada, Minnesota","0000203077"
"SWK","Stanley Black & Decker","reports","Consumer Discretionary","New Britain, Connecticut","0000093556"
"SPLS","Staples Inc.","reports","Consumer Discretionary","Framingham, Massachusetts","0000791519"
"SBUX","Starbucks Corp.","reports","Consumer Discretionary","Seattle, Washington","0000829224"
"STT","State Street Corp.","reports","Financials","Boston, Massachusetts","0000093751"
"SRCL","Stericycle Inc","reports","Industrials","Lake Forest, Illinois","0000861878"
"SYK","Stryker Corp.","reports","Health Care","Kalamazoo, Michigan","0000310764"
"STI","SunTrust Banks","reports","Financials","Atlanta, Georgia","0000750556"
"SYMC","Symantec Corp.","reports","Information Technology","Mountain View, California","0000849399"
"SYF","Synchrony Financial","reports","Financials","Stamford, Connecticut","0001601712"
"SYY","Sysco Corp.","reports","Consumer Staples","Houston, Texas","0000096021"
"TROW","T. Rowe Price Group","reports","Financials","Baltimore, Maryland","0001113169"
"TGT","Target Corp.","reports","Consumer Discretionary","Minneapolis, Minnesota","0000027419"
"TEL","TE Connectivity Ltd.","reports","Information Technology","Schaffhausen, Switzerland","0001385157"
"TGNA","Tegna","reports","Consumer Discretionary","McLean, Virginia","0000039899"
"TDC","Teradata Corp.","reports","Information Technology","Miamisburg, Ohio","0000816761"
"TSO","Tesoro Petroleum Co.","reports","Energy","San Antonio, Texas","0000050104"
"TXN","Texas Instruments","reports","Information Technology","Dallas, Texas","0000097476"
"TXT","Textron Inc.","reports","Industrials","Providence, Rhode Island","0000217346"
"COO","The Cooper Companies","reports","Health Care","Pleasanton, California","0000711404"
"HSY","The Hershey Company","reports","Consumer Staples","Hershey, Pennsylvania","0000047111"
"TRV","The Travelers Companies Inc.","reports","Financials","New York, New York","0000086312"
"TMO","Thermo Fisher Scientific","reports","Health Care","Waltham, Massachusetts","0000097745"
"TIF","Tiffany & Co.","reports","Consumer Discretionary","New York, New York","0000098246"
"TWX","Time Warner Inc.","reports","Consumer Discretionary","New York, New York","0001105705"
"TJX","TJX Companies Inc.","reports","Consumer Discretionary","Framingham, Massachusetts","0000109198"
"TMK","Torchmark Corp.","reports","Financials","McKinney, Texas","0000320335"
"TSS","Total System Services","reports","Information Technology","Columbus, Georgia","0000721683"
"TSCO","Tractor Supply Company","reports","Consumer Discretionary","Brentwood, Tennessee","0000916365"
"TDG","TransDigm Group","reports","Industrials","Cleveland, Ohio","0001260221"
"RIG","Transocean","reports","Energy","Vernier, Switzerland","0001451505"
"TRIP","TripAdvisor","reports","Consumer Discretionary","Newton, Massachusetts","0001526520"
"FOXA","Twenty-First Century Fox Class A","reports","Consumer Discretionary","New York, New York","0001308161"
"FOX","Twenty-First Century Fox Class B","reports","Consumer Discretionary","New York, New York","0001308161"
"TSN","Tyson Foods","reports","Consumer Staples","Springdale, Arkansas","0000100493"
"UDR","UDR Inc","reports","Financials","Highlands Ranch, Colorado","0000074208"
"ULTA","Ulta Salon Cosmetics & Fragrance Inc","reports","Consumer Discretionary","Bolingbrook, Illinois","0001403568"
"USB","U.S. Bancorp","reports","Financials","Minneapolis, Minnesota","0000036104"
"UA","Under Armour","reports","Consumer Discretionary","Baltimore, Maryland","0001336917"
"UA.C","Under Armour","reports","Consumer Discretionary","Baltimore, Maryland","0001336917"
"UNP","Union Pacific","reports","Industrials","Omaha, Nebraska","0000100885"
"UAL","United Continental Holdings","reports","Industrials","Chicago, Illinois","0000100517"
"UNH","United Health Group Inc.","reports","Health Care","Minnetonka, Minnesota","0000731766"
"UPS","United Parcel Service","reports","Industrials","Atlanta, Georgia","0001090727"
"URI","United Rentals, Inc.","reports","Industrials","Stamford, Connecticut","0001067701"
"UTX","United Technologies","reports","Industrials","Hartford, Connecticut","0000101829"
"UHS","Universal Health Services, Inc.","reports","Health Care","King of Prussia, Pennsylvania","0000352915"
"UNM","Unum Group","reports","Financials","Chattanooga, Tennessee","0000005513"
"URBN","Urban Outfitters","reports","Consumer Discretionary","Philadelphia, Pennsylvania","0000912615"
"VFC","V.F. Corp.","reports","Consumer Discretionary","Greensboro, North Carolina","0000103379"
"VLO","Valero Energy","reports","Energy","San Antonio, Texas","0001035002"
"VAR","Varian Medical Systems","reports","Health Care","Palo Alto, California","0000203527"
"VTR","Ventas Inc","reports","Financials","Chicago, Illinois","0000740260"
"VRSN","Verisign Inc.","reports","Information Technology","Dulles, Virginia","0001014473"
"VRSK","Verisk Analytics","reports","Industrials","Jersey City, New Jersey","0001442145"
"VZ","Verizon Communications","reports","Telecommunications Services","New York, New York","0000732712"
"VRTX","Vertex Pharmaceuticals Inc","reports","Health Care","Cambridge, Massachusetts","0000875320"
"VIAB","Viacom Inc.","reports","Consumer Discretionary","New York, New York","0001339947"
"V","Visa Inc.","reports","Information Technology","San Francisco, California","0001403161"
"VNO","Vornado Realty Trust","reports","Financials","New York, New York","0000899689"
"VMC","Vulcan Materials","reports","Materials","Birmingham, Alabama","0001396009"
"WMT","Wal-Mart Stores","reports","Consumer Staples","Bentonville, Arkansas","0000104169"
"WBA","Walgreens Boots Alliance","reports","Consumer Staples","Deerfield, Illinois","0001618921"
"DIS","The Walt Disney Company","reports","Consumer Discretionary","Burbank, California","0001001039"
"WM","Waste Management Inc.","reports","Industrials","Houston, Texas","0000823768"
"WAT","Waters Corporation","reports","Health Care","Milford, Massachusetts","0001000697"
"WFC","Wells Fargo","reports","Financials","San Francisco, California","0000072971"
"HCN","Welltower Inc.","reports","Financials","Toledo, Ohio","0000766704"
"WDC","Western Digital","reports","Information Technology","Irvine, California","0000106040"
"WU","Western Union Co","reports","Information Technology","Englewood, Colorado","0001365135"
"WRK","Westrock Co","reports","Materials","Richmond, Virginia","0001636023"
"WY","Weyerhaeuser Corp.","reports","Financials","Federal Way, Washington","0000106535"
"WHR","Whirlpool Corp.","reports","Consumer Discretionary","Benton Harbor, Michigan","0000106640"
"WFM","Whole Foods Market","reports","Consumer Staples","Austin, Texas","0000865436"
"WMB","Williams Cos.","reports","Energy","Tulsa, Oklahoma","0000107263"
"WLTW","Willis Towers Watson","reports","Financials","London, United Kingdom","0001140536"
"WEC","Wisconsin Energy Corporation","reports","Utilities","Milwaukee, Wisconsin","0000783325"
"WYN","Wyndham Worldwide","reports","Consumer Discretionary","Parsippany, New Jersey","0001361658"
"WYNN","Wynn Resorts Ltd","reports","Consumer Discretionary","Las Vegas, Nevada","0001174922"
"XEL","Xcel Energy Inc","reports","Utilities","Minneapolis, Minnesota","0000072903"
"XRX","Xerox Corp.","reports","Information Technology","Norwalk, Connecticut","0000108772"
"XLNX","Xilinx Inc","reports","Information Technology","San Jose, California","0000743988"
"XL","XL Capital","reports","Financials","Hamilton, Bermuda","0000875159"
"XYL","Xylem Inc.","reports","Industrials","White Plains, New York","0001524472"
"YHOO","Yahoo Inc.","reports","Information Technology","Sunnyvale, California","0001011006"
"YUM","Yum! Brands Inc","reports","Consumer Discretionary","Louisville, Kentucky","0001041061"
"ZBH","Zimmer Biomet Holdings","reports","Health Care","Warsaw, Indiana","0001136869"
"ZION","Zions Bancorp","reports","Financials","Salt Lake City, Utah","0000109380"
"ZTS","Zoetis","reports","Health Care","Florham Park, New Jersey","0001555280"
"Ticker symbol","Security","SEC filings","GICS Sector","Address of Headquarters","CIK"
"MMM","3M Company","reports","Industrials","St. Paul, Minnesota","0000066740"
"ABT","Abbott Laboratories","reports","Health Care","North Chicago, Illinois","0000001800"
"ABBV","AbbVie","reports","Health Care","North Chicago, Illinois","0001551152"
"ACN","Accenture plc","reports","Information Technology","Dublin, Ireland","0001467373"
"ATVI","Activision Blizzard","reports","Information Technology","Santa Monica, California","0000718877"
"AYI","Acuity Brands Inc","reports","Industrials","Atlanta, Georgia","0001144215"
"ADBE","Adobe Systems Inc","reports","Information Technology","San Jose, California","0000796343"
"AAP","Advance Auto Parts","reports","Consumer Discretionary","Roanoke, Virginia","0001158449"
"AES","AES Corp","reports","Utilities","Arlington, Virginia","0000874761"
"AET","Aetna Inc","reports","Health Care","Hartford, Connecticut","0001122304"
"AFL","AFLAC Inc","reports","Financials","Columbus, Georgia","0000004977"
"AMG","Affiliated Managers Group Inc","reports","Financials","Beverly, Massachusetts","0001004434"
"A","Agilent Technologies Inc","reports","Health Care","Santa Clara, California","0001090872"
"APD","Air Products & Chemicals Inc","reports","Materials","Allentown, Pennsylvania","0000002969"
"AKAM","Akamai Technologies Inc","reports","Information Technology","Cambridge, Massachusetts","0001086222"
"ALK","Alaska Air Group Inc","reports","Industrials","Seattle, Washington","0000766421"
"ALB","Albemarle Corp","reports","Materials","Baton Rouge, Louisiana","0000915913"
"AA","Alcoa Inc","reports","Materials","New York, New York","0000004281"
"AGN","Allergan plc","reports","Health Care","Dublin, Ireland","0000884629"
"LNT","Alliant Energy Corp","reports","Utilities","Madison, Wisconsin","0000352541"
"ALXN","Alexion Pharmaceuticals","reports","Health Care","Cheshire, Connecticut","0000899866"
"ALLE","Allegion","reports","Industrials","Dublin, Ireland","0001579241"
"ADS","Alliance Data Systems","reports","Information Technology","Plano, Texas","0001101215"
"ALL","Allstate Corp","reports","Financials","Northfield Township, Illinois","0000899051"
"GOOGL","Alphabet Inc Class A","reports","Information Technology","Mountain View, California","0001652044"
"GOOG","Alphabet Inc Class C","reports","Information Technology","Mountain View, California","0001652044"
"MO","Altria Group Inc","reports","Consumer Staples","Richmond, Virginia","0000764180"
"AMZN","Amazon.com Inc","reports","Consumer Discretionary","Seattle, Washington","0001018724"
"AEE","Ameren Corp","reports","Utilities","St. Louis, Missouri","0001002910"
"AAL","American Airlines Group","reports","Industrials","Fort Worth, Texas","0000006201"
"AEP","American Electric Power","reports","Utilities","Columbus, Ohio","0000004904"
"AXP","American Express Co","reports","Financials","New York, New York","0000004962"
"AIG","American International Group, Inc.","reports","Financials","New York, New York","0000005272"
"AMT","American Tower Corp A","reports","Financials","Boston, Massachusetts","0001053507"
"AWK","American Water Works Company Inc","reports","Utilities","Voorhees, New Jersey","0001410636"
"AMP","Ameriprise Financial","reports","Financials","Minneapolis, Minnesota","0000820027"
"ABC","AmerisourceBergen Corp","reports","Health Care","Chesterbrook, Pennsylvania","0001140859"
"AME","Ametek","reports","Industrials","Berwyn, Pennsylvania","0001037868"
"AMGN","Amgen Inc","reports","Health Care","Thousand Oaks, California","0000318154"
"APH","Amphenol Corp A","reports","Industrials","Wallingford, Connecticut","0000820313"
"APC","Anadarko Petroleum Corp","reports","Energy","The Woodlands, Texas","0000773910"
"ADI","Analog Devices, Inc.","reports","Information Technology","Norwood, Massachusetts","0000006281"
"ANTM","Anthem Inc.","reports","Health Care","Indianapolis, Indiana","0001156039"
